candidate,law,return_low,return_high,threshold_scale,coupling,coupling_domain,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations,max_abs
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,nominal,11,0.02,1,1.0,2.5,0.012591395082023232,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,nominal,23,0.02,1,1.0,2.583,0.021079505363177705,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,nominal,37,0.02,1,1.0,2.586,0.016932714222359632,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,nominal,53,0.02,1,1.0,2.5,0.013281014706558642,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,nominal,71,0.02,1,1.0,2.6430000000000002,0.02139139800384006,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,erhoeht,11,0.02,1,1.0,2.566,0.0221150100167295,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,erhoeht,23,0.02,1,1.0,2.8489999999999998,0.034443436152237314,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,erhoeht,37,0.02,1,1.0,2.686,0.02522444517198505,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,erhoeht,53,0.02,1,1.0,2.8030000000000004,0.03454969945124161,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_absolut,konstant,1.6,1.6,1.0,0.34,absolut,erhoeht,71,0.02,1,1.0,2.8659999999999997,0.03065769683092414,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_abweichung,konstant,1.6,1.6,1.0,0.34,abweichung,nominal,11,0.02,1,1.0,2.48,0.0030502164582592796,0.0,0,3.0
konstant_lo1.6_hi1.6_s1_k0.34_abweichung,konstant,1.6,1.6,1.0,0.34,abweichung,nominal,23,0.02,1,1.0,2.523,0.00249876502249876,0.0,0,3.0
