seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse,return_residual,return_time,return_success,violation_rate,activity_proxy,max_abs
11,0.15,feld_2_regime,0.9236111111111112,1.4686947460035626,0.27327624904625447,0.2130669114713396,3.5199999999999996,0.027777777777777776,0.0,0.0033192721577008453,1.5834235951177593
11,0.15,feld_3_regime,0.9375,1.537583541187842,0.23725128462455639,0.1849927395644809,3.4350000000000005,0.027777777777777776,0.0,0.0030199619080697555,1.8880587707602026
11,0.15,feld_4_regime,0.9305555555555556,1.4488418069920836,0.24222139396869055,0.16962029377182866,3.168,0.034722222222222224,0.0,0.0029952458843501453,1.713363422089319
11,0.15,feld_glatt,0.9236111111111112,1.4535995094270453,0.26169433289294053,0.18544961987618985,3.2,0.027777777777777776,0.0,0.003189132189994285,1.9696382544886855
11,0.15,baseline_ungekoppelt,0.9930555555555556,1.9272746324874368,0.37290907477760205,0.12127544807546947,4.4399999999999995,0.034722222222222224,0.0,0.0036852747676685725,2.545632846763691
11,0.15,baseline_linear_rc,0.9305555555555556,1.4344758695610602,0.24163182791371107,0.06255667774732636,3.6527659574468085,0.3263888888888889,0.0,0.003007431899703488,2.052793624062654
11,0.15,baseline_digital_diffusion,0.5763888888888888,0.35862593759023637,0.11686805694945954,nan,nan,nan,0.0,nan,0.9047619047619051
11,0.15,baseline_rohsignal,0.9930555555555556,1.9194238542290714,0.2685762859545821,nan,nan,nan,0.0,nan,1.8591982769503739
11,0.35,feld_2_regime,0.9097222222222222,1.010555617948103,0.40449736828516686,0.22128491925575575,4.316000000000001,0.034722222222222224,0.0,0.003645369468762795,1.6174370843178287
11,0.35,feld_3_regime,0.8888888888888888,0.9611833753253362,0.3749009920689544,0.18892598883771783,4.3125,0.05555555555555555,0.0,0.0033348771878202415,1.8812908880517287
11,0.35,feld_4_regime,0.9027777777777778,0.9628900111203047,0.36999690624127085,0.17449963603678448,3.88,0.05555555555555555,0.0,0.003310078251706066,1.7641985721537876
11,0.35,feld_glatt,0.8958333333333334,0.9603492798476821,0.39711186857629666,0.1923019231282154,4.511428571428572,0.04861111111111111,0.0,0.0035192461415424706,1.9779350319206532
11,0.35,baseline_ungekoppelt,0.9722222222222222,1.1382972798637947,0.6202046633394501,0.14249887825574895,nan,0.0,0.0,0.004266714784800631,2.7435598751706847
11,0.35,baseline_linear_rc,0.9166666666666666,0.9718979298220245,0.36306836942441534,0.06545258075449104,3.7497674418604654,0.2986111111111111,0.0,0.00333655041473174,2.125931756863295
11,0.35,baseline_digital_diffusion,0.5347222222222222,0.32095444023915015,0.1399456952594705,nan,nan,nan,0.0,nan,0.8446886446886448
