model,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
adaptation_r0.6_b0.5_a0.5,nominal,463,0.02,1,1.0,3.667,0.01174578366540189,0.0,0
adaptation_r0.6_b0.5_a0.5,nominal,463,0.02,0,1.0,3.66,0.011465027811085333,0.0,0
adaptation_r0.6_b0.5_a0.5,nominal,463,0.01,0,1.0,3.69,0.011597455264352142,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,401,0.02,1,1.0,3.84,0.012652731495449102,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,401,0.02,0,1.0,3.86,0.012544884958794378,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,401,0.01,0,1.0,3.89,0.012698759763655384,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,431,0.02,1,1.0,3.767,0.012202394195077737,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,431,0.02,0,1.0,3.7600000000000002,0.011879301082078216,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,431,0.01,0,1.0,3.77,0.01201983618853719,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,463,0.02,1,1.0,3.68,0.01233113215327754,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,463,0.02,0,1.0,3.68,0.011546211976317543,0.0,0
adaptation_r0.6_b0.5_a0.5,erhoeht,463,0.01,0,1.0,3.71,0.011680906531279903,0.0,0
adaptation_r0.6_b0.5_a1,nominal,401,0.02,1,1.0,4.686999999999999,0.022671808112850012,0.0,0
adaptation_r0.6_b0.5_a1,nominal,401,0.02,0,1.0,4.7,0.02263244601692765,0.0,0
adaptation_r0.6_b0.5_a1,nominal,401,0.01,0,1.0,4.71,0.022885986052831514,0.0,0
adaptation_r0.6_b0.5_a1,nominal,431,0.02,1,1.0,4.72,0.0230354821130894,0.0,0
adaptation_r0.6_b0.5_a1,nominal,431,0.02,0,1.0,4.72,0.02290679180377823,0.0,0
adaptation_r0.6_b0.5_a1,nominal,431,0.01,0,1.0,4.73,0.023164587960134424,0.0,0
adaptation_r0.6_b0.5_a1,nominal,463,0.02,1,1.0,4.686999999999999,0.02300209474283169,0.0,0
adaptation_r0.6_b0.5_a1,nominal,463,0.02,0,1.0,4.7,0.022805108722865786,0.0,0
adaptation_r0.6_b0.5_a1,nominal,463,0.01,0,1.0,4.72,0.023061208222118993,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,401,0.02,1,1.0,4.787,0.02431493431986606,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,401,0.02,0,1.0,4.82,0.024425655758395268,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,401,0.01,0,1.0,4.8500000000000005,0.02470552724271145,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,431,0.02,1,1.0,4.747,0.02356113923574223,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,431,0.02,0,1.0,4.76,0.023505667771575173,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,431,0.01,0,1.0,4.78,0.02377208245197578,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,463,0.02,1,1.0,4.7,0.023262765882636864,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,463,0.02,0,1.0,4.72,0.022897366539816857,0.0,0
adaptation_r0.6_b0.5_a1,erhoeht,463,0.01,0,1.0,4.73,0.02315533103962627,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,401,0.02,1,1.0,3.8669999999999995,0.013400255399778368,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,401,0.02,0,1.0,3.88,0.01331519886822471,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,401,0.01,0,1.0,3.9,0.01346814190722285,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,431,0.02,1,1.0,3.9,0.013783826331177218,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,431,0.02,0,1.0,3.92,0.013593851879570152,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,431,0.01,0,1.0,3.94,0.013751610590187582,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,463,0.02,1,1.0,3.9,0.013773745894592298,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,463,0.02,0,1.0,3.9,0.01348782823911716,0.0,0
adaptation_r0.6_b0.75_a0.5,nominal,463,0.01,0,1.0,3.93,0.013643584501703188,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,401,0.02,1,1.0,4.1,0.015108288183857736,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,401,0.02,0,1.0,4.12,0.015161404136752522,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,401,0.01,0,1.0,4.1434999999999995,0.015344512553363533,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,431,0.02,1,1.0,4.0200000000000005,0.014375676363019287,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,431,0.02,0,1.0,4.0,0.01418859841866649,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,431,0.01,0,1.0,4.0200000000000005,0.014355719604698133,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,463,0.02,1,1.0,3.9069999999999996,0.014231627375442951,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,463,0.02,0,1.0,3.92,0.013597328704692019,0.0,0
adaptation_r0.6_b0.75_a0.5,erhoeht,463,0.01,0,1.0,3.9435,0.013755642965994117,0.0,0
adaptation_r0.6_b0.75_a1,nominal,401,0.02,1,1.0,4.96,0.026518071474464177,0.0,0
adaptation_r0.6_b0.75_a1,nominal,401,0.02,0,1.0,4.94,0.026502886459990077,0.0,0
adaptation_r0.6_b0.75_a1,nominal,401,0.01,0,1.0,4.97,0.026799366111765786,0.0,0
adaptation_r0.6_b0.75_a1,nominal,431,0.02,1,1.0,4.98,0.02712919927415842,0.0,0
adaptation_r0.6_b0.75_a1,nominal,431,0.02,0,1.0,4.98,0.026993768324942553,0.0,0
adaptation_r0.6_b0.75_a1,nominal,431,0.01,0,1.0,5.0,0.027296753189264486,0.0,0
adaptation_r0.6_b0.75_a1,nominal,463,0.02,1,1.0,4.96,0.027030358611064852,0.0,0
adaptation_r0.6_b0.75_a1,nominal,463,0.02,0,1.0,4.96,0.026818114215271565,0.0,0
adaptation_r0.6_b0.75_a1,nominal,463,0.01,0,1.0,4.99,0.027118676504134704,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,401,0.02,1,1.0,5.081,0.02931823521072334,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,401,0.02,0,1.0,5.12,0.029540768509277303,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,401,0.01,0,1.0,5.15,0.029874797801938892,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,431,0.02,1,1.0,5.041,0.028028992317157133,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,431,0.02,0,1.0,5.04,0.028066457250351156,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,431,0.01,0,1.0,5.0600000000000005,0.02838292023136025,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,463,0.02,1,1.0,4.96,0.027228080048456813,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,463,0.02,0,1.0,4.98,0.02695157464058068,0.0,0
adaptation_r0.6_b0.75_a1,erhoeht,463,0.01,0,1.0,5.0,0.027254137599046397,0.0,0
adaptation_r0.6_b1_a0.5,nominal,401,0.02,1,1.0,4.12,0.015683489591907455,0.0,0
adaptation_r0.6_b1_a0.5,nominal,401,0.02,0,1.0,4.12,0.015626534913033546,0.0,0
adaptation_r0.6_b1_a0.5,nominal,401,0.01,0,1.0,4.14,0.01580521937219094,0.0,0
adaptation_r0.6_b1_a0.5,nominal,431,0.02,1,1.0,4.146999999999999,0.01620469019206368,0.0,0
adaptation_r0.6_b1_a0.5,nominal,431,0.02,0,1.0,4.16,0.01602130117659497,0.0,0
adaptation_r0.6_b1_a0.5,nominal,431,0.01,0,1.0,4.19,0.0162060092904697,0.0,0
adaptation_r0.6_b1_a0.5,nominal,463,0.02,1,1.0,4.14,0.016156432948937847,0.0,0
adaptation_r0.6_b1_a0.5,nominal,463,0.02,0,1.0,4.14,0.015875577611866372,0.0,0
adaptation_r0.6_b1_a0.5,nominal,463,0.01,0,1.0,4.17,0.016057892963343815,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,401,0.02,1,1.0,4.3469999999999995,0.01797523592584385,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,401,0.02,0,1.0,4.38,0.018126600315627316,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,401,0.01,0,1.0,4.4,0.0183412016278307,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,431,0.02,1,1.0,4.247,0.016942635566687417,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,431,0.02,0,1.0,4.26,0.01686645777834556,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,431,0.01,0,1.0,4.28,0.0170630743365565,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,463,0.02,1,1.0,4.127,0.01652625461428073,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,463,0.02,0,1.0,4.16,0.01600782231017121,0.0,0
adaptation_r0.6_b1_a0.5,erhoeht,463,0.01,0,1.0,4.1834999999999996,0.01619277484931545,0.0,0
adaptation_r0.6_b1_a1,nominal,401,0.02,1,1.0,5.2,0.031106080481886962,0.0,0
adaptation_r0.6_b1_a1,nominal,401,0.02,0,1.0,5.2,0.031108861488984868,0.0,0
adaptation_r0.6_b1_a1,nominal,401,0.01,0,1.0,5.23,0.03145562252267067,0.0,0
adaptation_r0.6_b1_a1,nominal,431,0.02,1,1.0,5.247,0.0319620497161883,0.0,0
adaptation_r0.6_b1_a1,nominal,431,0.02,0,1.0,5.24,0.03182489948619037,0.0,0
adaptation_r0.6_b1_a1,nominal,431,0.01,0,1.0,5.2700000000000005,0.032180305843801736,0.0,0
adaptation_r0.6_b1_a1,nominal,463,0.02,1,1.0,5.22,0.03179212822821251,0.0,0
adaptation_r0.6_b1_a1,nominal,463,0.02,0,1.0,5.24,0.03157373167602644,0.0,0
adaptation_r0.6_b1_a1,nominal,463,0.01,0,1.0,5.25,0.03192607211469799,0.0,0
adaptation_r0.6_b1_a1,erhoeht,401,0.02,1,1.0,5.387,0.03511071736979005,0.0,0
adaptation_r0.6_b1_a1,erhoeht,401,0.02,0,1.0,5.42,0.03540542015072994,0.0,0
adaptation_r0.6_b1_a1,erhoeht,401,0.01,0,1.0,5.44,0.03580001124439178,0.0,0
adaptation_r0.6_b1_a1,erhoeht,431,0.02,1,1.0,5.327,0.03330493103027687,0.0,0
adaptation_r0.6_b1_a1,erhoeht,431,0.02,0,1.0,5.32,0.03338839905068595,0.0,0
adaptation_r0.6_b1_a1,erhoeht,431,0.01,0,1.0,5.3500000000000005,0.033762022622324875,0.0,0
adaptation_r0.6_b1_a1,erhoeht,463,0.02,1,1.0,5.24,0.031949068296785475,0.0,0
adaptation_r0.6_b1_a1,erhoeht,463,0.02,0,1.0,5.24,0.03174346533565702,0.0,0
adaptation_r0.6_b1_a1,erhoeht,463,0.01,0,1.0,5.26,0.0320977033014975,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,401,0.02,1,1.0,2.72,0.002937005175892431,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,401,0.02,0,1.0,2.72,0.0017662703531238478,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,401,0.01,0,1.0,2.74,0.0018147120359374312,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,431,0.02,1,1.0,2.7800000000000002,0.003056243422617507,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,431,0.02,0,1.0,2.7800000000000002,0.0018451465252738767,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,431,0.01,0,1.0,2.8000000000000003,0.0018970606252504479,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,463,0.02,1,1.0,2.747,0.003143207223686397,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,463,0.02,0,1.0,2.7600000000000002,0.0018028036143393033,0.0,0
adaptation_r0.9_b0.25_a0.5,nominal,463,0.01,0,1.0,2.7800000000000002,0.001852908654848637,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,401,0.02,1,1.0,3.04,0.0052194378731094185,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,401,0.02,0,1.0,3.04,0.0026408592452725347,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,401,0.01,0,1.0,3.06,0.0027162345892739396,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,431,0.02,1,1.0,2.86,0.004815097033848428,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,431,0.02,0,1.0,2.88,0.0019974715656272944,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,431,0.01,0,1.0,2.89,0.0020554129548950185,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,463,0.02,1,1.0,2.7800000000000002,0.00534876993217654,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,463,0.02,0,1.0,2.8000000000000003,0.0019040668392352052,0.0,0
adaptation_r0.9_b0.25_a0.5,erhoeht,463,0.01,0,1.0,2.81,0.0019579633555008615,0.0,0
adaptation_r0.9_b0.25_a1,nominal,401,0.02,1,1.0,3.167,0.004059405217431449,0.0,0
adaptation_r0.9_b0.25_a1,nominal,401,0.02,0,1.0,3.16,0.0034399560669255242,0.0,0
adaptation_r0.9_b0.25_a1,nominal,401,0.01,0,1.0,3.19,0.0035295951923344547,0.0,0
adaptation_r0.9_b0.25_a1,nominal,431,0.02,1,1.0,3.2,0.004080339187759743,0.0,0
adaptation_r0.9_b0.25_a1,nominal,431,0.02,0,1.0,3.2,0.003529483770528924,0.0,0
adaptation_r0.9_b0.25_a1,nominal,431,0.01,0,1.0,3.23,0.0036223522016670365,0.0,0
adaptation_r0.9_b0.25_a1,nominal,463,0.02,1,1.0,3.187,0.0040201268402223,0.0,0
adaptation_r0.9_b0.25_a1,nominal,463,0.02,0,1.0,3.18,0.003484344614550025,0.0,0
adaptation_r0.9_b0.25_a1,nominal,463,0.01,0,1.0,3.21,0.0035756197475305066,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,401,0.02,1,1.0,3.3669999999999995,0.005854218444563606,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,401,0.02,0,1.0,3.4,0.0043304545200525705,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,401,0.01,0,1.0,3.41,0.004444367655307361,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,431,0.02,1,1.0,3.2600000000000002,0.005236034251900478,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,431,0.02,0,1.0,3.2600000000000002,0.003704937628081038,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,431,0.01,0,1.0,3.29,0.0038036535635198833,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,463,0.02,1,1.0,3.2,0.005937805674069202,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,463,0.02,0,1.0,3.22,0.003581608821377311,0.0,0
adaptation_r0.9_b0.25_a1,erhoeht,463,0.01,0,1.0,3.24,0.0036759230971136585,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,401,0.02,1,1.0,2.88,0.003170433602607191,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,401,0.02,0,1.0,2.88,0.0022136517352880384,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,401,0.01,0,1.0,2.9,0.0022744798763069257,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,431,0.02,1,1.0,2.94,0.0032388773756641975,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,431,0.02,0,1.0,2.94,0.0023503642075392603,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,431,0.01,0,1.0,2.96,0.0024159163713685294,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,463,0.02,1,1.0,2.9069999999999996,0.0032263045042948985,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,463,0.02,0,1.0,2.92,0.002282019636846037,0.0,0
adaptation_r0.9_b0.5_a0.5,nominal,463,0.01,0,1.0,2.94,0.002345266088919357,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,401,0.02,1,1.0,3.2,0.005415430239775451,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,401,0.02,0,1.0,3.2,0.003437992417311782,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,401,0.01,0,1.0,3.23,0.003530951645380394,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,431,0.02,1,1.0,3.04,0.004950597868581233,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,431,0.02,0,1.0,3.04,0.002606437964644006,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,431,0.01,0,1.0,3.06,0.00268011131797913,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,463,0.02,1,1.0,2.9269999999999996,0.0054020394135588,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,463,0.02,0,1.0,2.96,0.0024279369817984545,0.0,0
adaptation_r0.9_b0.5_a0.5,erhoeht,463,0.01,0,1.0,2.97,0.0024955214033005406,0.0,0
adaptation_r0.9_b0.5_a1,nominal,401,0.02,1,1.0,3.38,0.004725996250057843,0.0,0
adaptation_r0.9_b0.5_a1,nominal,401,0.02,0,1.0,3.38,0.004293195822810356,0.0,0
adaptation_r0.9_b0.5_a1,nominal,401,0.01,0,1.0,3.4,0.004404859215040706,0.0,0
adaptation_r0.9_b0.5_a1,nominal,431,0.02,1,1.0,3.42,0.004890169570939084,0.0,0
adaptation_r0.9_b0.5_a1,nominal,431,0.02,0,1.0,3.42,0.004482689883367185,0.0,0
adaptation_r0.9_b0.5_a1,nominal,431,0.01,0,1.0,3.45,0.00459970336986336,0.0,0
adaptation_r0.9_b0.5_a1,nominal,463,0.02,1,1.0,3.4069999999999996,0.004899964162013707,0.0,0
adaptation_r0.9_b0.5_a1,nominal,463,0.02,0,1.0,3.4,0.0043937482691381695,0.0,0
adaptation_r0.9_b0.5_a1,nominal,463,0.01,0,1.0,3.43,0.004508325448225033,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,401,0.02,1,1.0,3.614,0.006900776831786382,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,401,0.02,0,1.0,3.64,0.005832272943044011,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,401,0.01,0,1.0,3.66,0.005978516931013309,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,431,0.02,1,1.0,3.5069999999999997,0.005947957693409515,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,431,0.02,0,1.0,3.5,0.0048471082647997404,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,431,0.01,0,1.0,3.5300000000000002,0.004973846679555992,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,463,0.02,1,1.0,3.42,0.006367001677210005,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,463,0.02,0,1.0,3.44,0.00456290366360926,0.0,0
adaptation_r0.9_b0.5_a1,erhoeht,463,0.01,0,1.0,3.45,0.004681470092233206,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,401,0.02,1,1.0,3.04,0.0035268577181425302,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,401,0.02,0,1.0,3.04,0.0027736582083947524,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,401,0.01,0,1.0,3.06,0.0028486604780263657,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,431,0.02,1,1.0,3.1,0.0036655947946748167,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,431,0.02,0,1.0,3.1,0.0029625180265128513,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,431,0.01,0,1.0,3.12,0.0030432224612280327,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,463,0.02,1,1.0,3.08,0.00354867114403448,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,463,0.02,0,1.0,3.08,0.0028719751012767246,0.0,0
adaptation_r0.9_b0.75_a0.5,nominal,463,0.01,0,1.0,3.1,0.0029500150575135155,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,401,0.02,1,1.0,3.3469999999999995,0.005846634702044686,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,401,0.02,0,1.0,3.36,0.004303783313014539,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,401,0.01,0,1.0,3.39,0.00441523354793997,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,431,0.02,1,1.0,3.18,0.005061832400273216,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,431,0.02,0,1.0,3.2,0.0033142162107654056,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,431,0.01,0,1.0,3.22,0.0034048320572736446,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,463,0.02,1,1.0,3.0869999999999997,0.005599997114936163,0.0,0
adaptation_r0.9_b0.75_a0.5,erhoeht,463,0.02,0,1.0,3.1,0.0030521149551701364,0.0,0
