task,seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse
kontinuitaet,463,0.35,adaptation_r0.6_b0.25_a1,0.9416666666666667,1.204272006913987,0.0483948581075512
kontinuitaet,463,0.35,adaptation_r0.6_b0.5_a0.5,0.9416666666666667,1.219437449669944,0.04740016173921858
kontinuitaet,463,0.35,adaptation_r0.6_b0.5_a1,0.9416666666666667,1.219437449669944,0.04740016173921858
kontinuitaet,463,0.35,adaptation_r0.6_b0.75_a0.5,0.9416666666666667,1.2311378381139086,0.04640380947427408
kontinuitaet,463,0.35,adaptation_r0.6_b1_a0.5,0.9375,1.247463076485577,0.04506029662697865
kontinuitaet,463,0.35,adaptation_r0.9_b0.25_a0.5,0.9416666666666667,1.2096049779839815,0.04802016887515037
kontinuitaet,463,0.35,adaptation_r0.9_b0.25_a1,0.9416666666666667,1.2096961009327223,0.0480167120286422
kontinuitaet,463,0.35,adaptation_r0.9_b0.5_a0.5,0.9375,1.2278019020485018,0.04667947110672425
kontinuitaet,463,0.35,adaptation_r0.9_b0.5_a1,0.9375,1.2279847418573726,0.046672897170122296
kontinuitaet,463,0.35,adaptation_r0.9_b0.75_a0.5,0.9375,1.2449637883733642,0.045110347962440706
kontinuitaet,463,0.35,adaptation_r0.9_b0.75_a1,0.9375,1.24522817286936,0.045101192014755986
kontinuitaet,463,0.35,adaptation_r0.9_b1_a0.5,0.9291666666666667,1.2767664757375485,0.04263325942833284
kontinuitaet,463,0.35,adaptation_r0.9_b1_a1,0.9291666666666667,1.276999180380212,0.042625506400847085
kontinuitaet,463,0.35,adaptation_r1.2_b0.25_a0.5,0.9416666666666667,1.2123151174833993,0.0477605905805628
kontinuitaet,463,0.35,adaptation_r1.2_b0.25_a1,0.9375,1.2136769262932714,0.047710641781707
kontinuitaet,463,0.35,adaptation_r1.2_b0.5_a0.5,0.9416666666666667,1.2310129321669168,0.046179834931196956
kontinuitaet,463,0.35,adaptation_r1.2_b0.5_a1,0.9375,1.2341466982035583,0.04606930962432963
kontinuitaet,463,0.35,adaptation_r1.2_b0.75_a0.5,0.9375,1.2564450841388026,0.043984386253533694
kontinuitaet,463,0.35,adaptation_r1.2_b0.75_a1,0.9375,1.2619623453153852,0.04380233429152525
kontinuitaet,463,0.35,adaptation_r1.2_b1_a0.5,0.925,1.2786708422780206,0.04060226072869112
kontinuitaet,463,0.35,adaptation_r1.2_b1_a1,0.925,1.2824586833868756,0.04048071808533443
kontinuitaet,463,0.55,baseline_ein_zustand,0.8875,0.7413099591340544,0.04778169214158358
kontinuitaet,463,0.55,adaptation_r0.6_b0.25_a0.5,0.8916666666666667,0.7379220300395376,0.04648453158336534
kontinuitaet,463,0.55,adaptation_r0.6_b0.25_a1,0.8916666666666667,0.7379220300395376,0.04648453158336534
kontinuitaet,463,0.55,adaptation_r0.6_b0.5_a0.5,0.8833333333333333,0.7345715010390345,0.04530259912738673
kontinuitaet,463,0.55,adaptation_r0.6_b0.5_a1,0.8833333333333333,0.7345715010390345,0.04530259912738673
kontinuitaet,463,0.55,adaptation_r0.6_b0.75_a0.5,0.8791666666666667,0.7314185522288912,0.04426566802648234
kontinuitaet,463,0.55,adaptation_r0.6_b1_a0.5,0.8833333333333333,0.7300563047479915,0.043279198420169154
kontinuitaet,463,0.55,adaptation_r0.9_b0.25_a0.5,0.8916666666666667,0.7364585275350684,0.046041751866485306
kontinuitaet,463,0.55,adaptation_r0.9_b0.25_a1,0.8916666666666667,0.7365941408778993,0.046032294691273234
kontinuitaet,463,0.55,adaptation_r0.9_b0.5_a0.5,0.8791666666666667,0.7321748148332075,0.044477034547706004
kontinuitaet,463,0.55,adaptation_r0.9_b0.5_a1,0.8791666666666667,0.732398790601206,0.04446200592042018
kontinuitaet,463,0.55,adaptation_r0.9_b0.75_a0.5,0.8791666666666667,0.729144590387281,0.04309640803495253
kontinuitaet,463,0.55,adaptation_r0.9_b0.75_a1,0.8791666666666667,0.7294184817362204,0.0430787475283923
kontinuitaet,463,0.55,adaptation_r0.9_b1_a0.5,0.8833333333333333,0.7356558360047775,0.04133467538079816
kontinuitaet,463,0.55,adaptation_r0.9_b1_a1,0.8833333333333333,0.7359153068375986,0.04131874327460728
kontinuitaet,463,0.55,adaptation_r1.2_b0.25_a0.5,0.8875,0.7343764769665742,0.0457263614565019
kontinuitaet,463,0.55,adaptation_r1.2_b0.25_a1,0.8875,0.7354114933864514,0.04565798351599061
kontinuitaet,463,0.55,adaptation_r1.2_b0.5_a0.5,0.875,0.7289367558478161,0.04388910261620023
kontinuitaet,463,0.55,adaptation_r1.2_b0.5_a1,0.8791666666666667,0.7309987834933745,0.04375590115385409
kontinuitaet,463,0.55,adaptation_r1.2_b0.75_a0.5,0.8791666666666667,0.7277457546790235,0.04213254837867371
kontinuitaet,463,0.55,adaptation_r1.2_b0.75_a1,0.8833333333333333,0.7306530621627154,0.04194586629590362
kontinuitaet,463,0.55,adaptation_r1.2_b1_a0.5,0.875,0.7434755086741848,0.03963151640391548
kontinuitaet,463,0.55,adaptation_r1.2_b1_a1,0.875,0.7457022902889834,0.03949704716649134
zeitskalen,401,0.15,baseline_ein_zustand,0.5416666666666666,0.2657972458008384,0.05021828143380041
zeitskalen,401,0.15,adaptation_r0.6_b0.25_a0.5,0.5333333333333333,0.25601231038351263,0.04915042275431461
zeitskalen,401,0.15,adaptation_r0.6_b0.25_a1,0.5333333333333333,0.25601231038351263,0.04915042275431461
zeitskalen,401,0.15,adaptation_r0.6_b0.5_a0.5,0.525,0.24729002432494357,0.04801773484230764
zeitskalen,401,0.15,adaptation_r0.6_b0.5_a1,0.525,0.24729002432494357,0.04801773484230764
zeitskalen,401,0.15,adaptation_r0.6_b0.75_a0.5,0.5416666666666666,0.2402281371126307,0.046807146382309164
zeitskalen,401,0.15,adaptation_r0.6_b1_a0.5,0.5291666666666667,0.23988698912434603,0.04561796908042731
zeitskalen,401,0.15,adaptation_r0.9_b0.25_a0.5,0.5333333333333333,0.252157849776525,0.04875680621783097
zeitskalen,401,0.15,adaptation_r0.9_b0.25_a1,0.5333333333333333,0.2521587463332966,0.04875662602000979
zeitskalen,401,0.15,adaptation_r0.9_b0.5_a0.5,0.5291666666666667,0.24002133312178195,0.04714268179889995
zeitskalen,401,0.15,adaptation_r0.9_b0.5_a1,0.5291666666666667,0.24002292399882552,0.04714235987605126
zeitskalen,401,0.15,adaptation_r0.9_b0.75_a0.5,0.5416666666666666,0.23483551004475595,0.04545519439355558
zeitskalen,401,0.15,adaptation_r0.9_b0.75_a1,0.5416666666666666,0.2348376088203469,0.04545477791470585
zeitskalen,401,0.15,adaptation_r0.9_b1_a0.5,0.5625,0.25661985119664127,0.042823671917777965
zeitskalen,401,0.15,adaptation_r0.9_b1_a1,0.5625,0.25662247462693,0.04282321417962281
zeitskalen,401,0.15,adaptation_r1.2_b0.25_a0.5,0.5333333333333333,0.2485948326172167,0.048447697682691915
zeitskalen,401,0.15,adaptation_r1.2_b0.25_a1,0.5333333333333333,0.24870911698828368,0.048431489198065676
zeitskalen,401,0.15,adaptation_r1.2_b0.5_a0.5,0.5333333333333333,0.2334648811638394,0.046440321456075385
zeitskalen,401,0.15,adaptation_r1.2_b0.5_a1,0.5333333333333333,0.23372756375212614,0.0464000890370789
zeitskalen,401,0.15,adaptation_r1.2_b0.75_a0.5,0.5583333333333333,0.23384702937553764,0.04426133069950892
zeitskalen,401,0.15,adaptation_r1.2_b0.75_a1,0.5583333333333333,0.23453806402368982,0.04414276024638738
zeitskalen,401,0.15,adaptation_r1.2_b1_a0.5,0.5625,0.28857491216343084,0.04034148348352413
zeitskalen,401,0.15,adaptation_r1.2_b1_a1,0.5625,0.2893025009823063,0.04026980755137814
zeitskalen,401,0.35,baseline_ein_zustand,0.5,0.28277400876666664,0.05224617544354853
zeitskalen,401,0.35,adaptation_r0.6_b0.25_a0.5,0.49166666666666664,0.2816425694003529,0.051204601246189814
zeitskalen,401,0.35,adaptation_r0.6_b0.25_a1,0.49166666666666664,0.2816425694003529,0.051204601246189814
zeitskalen,401,0.35,adaptation_r0.6_b0.5_a0.5,0.4791666666666667,0.28088137769366717,0.05001933993438102
zeitskalen,401,0.35,adaptation_r0.6_b0.5_a1,0.4791666666666667,0.28088137769366717,0.05001933993438102
zeitskalen,401,0.35,adaptation_r0.6_b0.75_a0.5,0.48333333333333334,0.281043035681235,0.04863179811448646
zeitskalen,401,0.35,adaptation_r0.6_b1_a0.5,0.4875,0.28455594194763845,0.04706187993527151
zeitskalen,401,0.35,adaptation_r0.9_b0.25_a0.5,0.48333333333333334,0.28112417040957455,0.050821261637885924
zeitskalen,401,0.35,adaptation_r0.9_b0.25_a1,0.48333333333333334,0.28112548817812855,0.05082095932850784
zeitskalen,401,0.35,adaptation_r0.9_b0.5_a0.5,0.4875,0.2799234251513151,0.04913048081653035
zeitskalen,401,0.35,adaptation_r0.9_b0.5_a1,0.4875,0.27992616547285554,0.04912987646798341
zeitskalen,401,0.35,adaptation_r0.9_b0.75_a0.5,0.4875,0.28279178655142395,0.04709195227157287
