seed,noise_sigma,model,family,accuracy,separability_ratio,repeatability_rmse
101,0.35,anisotrop_vertikal_d0.34_t0,anisotrop,0.9291666666666667,1.3729104661123062,0.04287171809326337
101,0.35,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.9291666666666667,1.3382360743879675,0.04319922603455353
101,0.35,anisotrop_vertikal_d0.68_t0,anisotrop,0.9291666666666667,1.3336481207902442,0.04276417932395245
101,0.35,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.9291666666666667,1.3001668769878283,0.043042831167991534
101,0.35,gerichtet_oben_d0.34_g0,gerichtet,0.9333333333333333,1.3547854899474225,0.04357965082576205
101,0.35,gerichtet_oben_d0.34_g0.17,gerichtet,0.9291666666666667,1.3481767959149908,0.043346410820242785
101,0.35,gerichtet_oben_d0.68_g0,gerichtet,0.9291666666666667,1.3402311822888533,0.04378941187113598
101,0.35,gerichtet_oben_d0.68_g0.17,gerichtet,0.9291666666666667,1.3345699152500317,0.04348913500203485
101,0.35,gerichtet_unten_d0.34_g0,gerichtet,0.9333333333333333,1.3601741858639254,0.04330882207914656
101,0.35,gerichtet_unten_d0.34_g0.17,gerichtet,0.9291666666666667,1.348226807088549,0.043216241359907426
101,0.35,gerichtet_unten_d0.68_g0,gerichtet,0.9208333333333333,1.3250031533621531,0.043430575030548334
101,0.35,gerichtet_unten_d0.68_g0.17,gerichtet,0.925,1.3166730316231277,0.043228235917668875
101,0.35,gerichtet_links_d0.34_g0,gerichtet,0.9333333333333333,1.3731757903441646,0.04366762383607935
101,0.35,gerichtet_links_d0.34_g0.17,gerichtet,0.9333333333333333,1.3508279641795635,0.043619372423773645
101,0.35,gerichtet_links_d0.68_g0,gerichtet,0.9333333333333333,1.3617992669925194,0.04423008751750217
101,0.35,gerichtet_links_d0.68_g0.17,gerichtet,0.9333333333333333,1.339065027464892,0.0441561109945063
101,0.35,gerichtet_rechts_d0.34_g0,gerichtet,0.9291666666666667,1.3450697689835704,0.043026088622489134
101,0.35,gerichtet_rechts_d0.34_g0.17,gerichtet,0.9291666666666667,1.336682805986281,0.04330334936447099
101,0.35,gerichtet_rechts_d0.68_g0,gerichtet,0.925,1.2994070955621806,0.04308917613799147
101,0.35,gerichtet_rechts_d0.68_g0.17,gerichtet,0.925,1.2926793366352174,0.043299198173005725
101,0.55,baseline_ungekoppelt,baseline,0.9,0.7623197656518579,0.04611079865345495
101,0.55,kontrolle_isotrop_0.34,isotrop,0.8,0.662585178905803,0.04553468204551992
101,0.55,anisotrop_horizontal_d0.34_t0,anisotrop,0.8666666666666667,0.7025098853880409,0.04539686000687125
101,0.55,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.825,0.6813832432925225,0.045491233278910144
101,0.55,anisotrop_horizontal_d0.68_t0,anisotrop,0.8416666666666667,0.6382033225201488,0.04505994142870797
101,0.55,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.7958333333333333,0.6143823673954749,0.04517877164203367
101,0.55,anisotrop_vertikal_d0.34_t0,anisotrop,0.825,0.7359258183751879,0.04599957879941519
101,0.55,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.8125,0.7003981897599615,0.0457352060645711
101,0.55,anisotrop_vertikal_d0.68_t0,anisotrop,0.7916666666666666,0.7111244261912931,0.045815820784816885
101,0.55,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.7875,0.6723958958271848,0.04562896433078614
101,0.55,gerichtet_oben_d0.34_g0,gerichtet,0.8541666666666666,0.707679929476825,0.04607668122866328
101,0.55,gerichtet_oben_d0.34_g0.17,gerichtet,0.8291666666666667,0.705361895440341,0.04590064571126898
101,0.55,gerichtet_oben_d0.68_g0,gerichtet,0.8125,0.687604170936753,0.046471447540729405
101,0.55,gerichtet_oben_d0.68_g0.17,gerichtet,0.8,0.6865373377387417,0.04622334373725692
101,0.55,gerichtet_unten_d0.34_g0,gerichtet,0.825,0.7229332831058192,0.04551516596678542
101,0.55,gerichtet_unten_d0.34_g0.17,gerichtet,0.825,0.711192399937057,0.04561759015011022
101,0.55,gerichtet_unten_d0.68_g0,gerichtet,0.8041666666666667,0.7073256051044078,0.04542858765160692
101,0.55,gerichtet_unten_d0.68_g0.17,gerichtet,0.7875,0.6973832066204244,0.04545991845426775
101,0.55,gerichtet_links_d0.34_g0,gerichtet,0.85,0.7865899591690012,0.04601555416824237
101,0.55,gerichtet_links_d0.34_g0.17,gerichtet,0.8416666666666667,0.7344291197447136,0.04573606710671762
101,0.55,gerichtet_links_d0.68_g0,gerichtet,0.8333333333333334,0.8143849279915149,0.04613764831922632
101,0.55,gerichtet_links_d0.68_g0.17,gerichtet,0.8208333333333333,0.7635137920991162,0.04582368656919446
101,0.55,gerichtet_rechts_d0.34_g0,gerichtet,0.8625,0.6449824904086757,0.045631367681587945
101,0.55,gerichtet_rechts_d0.34_g0.17,gerichtet,0.8416666666666667,0.6640057641095983,0.04551234778427224
101,0.55,gerichtet_rechts_d0.68_g0,gerichtet,0.8208333333333333,0.5558826797122763,0.04535812468242861
101,0.55,gerichtet_rechts_d0.68_g0.17,gerichtet,0.8333333333333334,0.5705990290198658,0.045235576391497986
131,0.15,baseline_ungekoppelt,baseline,0.9291666666666667,1.3232857665116253,0.04955793011482214
131,0.15,kontrolle_isotrop_0.34,isotrop,0.9,1.0198754907277836,0.04918911212258487
131,0.15,anisotrop_horizontal_d0.34_t0,anisotrop,0.9125,1.1474038735384477,0.04893099448495277
131,0.15,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.9125,1.0792214133962097,0.04906036671094344
131,0.15,anisotrop_horizontal_d0.68_t0,anisotrop,0.9083333333333333,1.0189662243568947,0.04864278163367981
131,0.15,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.9041666666666667,0.9547049920463107,0.048934239327147085
131,0.15,anisotrop_vertikal_d0.34_t0,anisotrop,0.9125,1.1853045244896703,0.04946476607563066
131,0.15,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.9083333333333333,1.0946533166430554,0.049284553948967386
131,0.15,anisotrop_vertikal_d0.68_t0,anisotrop,0.9041666666666667,1.0727946976012015,0.04934171162712507
131,0.15,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.8958333333333334,0.9921079079756211,0.04931963212669465
131,0.15,gerichtet_oben_d0.34_g0,gerichtet,0.9125,1.1692372106375226,0.04985101525936214
131,0.15,gerichtet_oben_d0.34_g0.17,gerichtet,0.9125,1.1327524091743013,0.0495483637753387
131,0.15,gerichtet_oben_d0.68_g0,gerichtet,0.9,1.1217410068263545,0.050313788436321685
131,0.15,gerichtet_oben_d0.68_g0.17,gerichtet,0.9,1.0914533714379762,0.05000763321555694
131,0.15,gerichtet_unten_d0.34_g0,gerichtet,0.9166666666666666,1.1331123889278054,0.04878347601102304
131,0.15,gerichtet_unten_d0.34_g0.17,gerichtet,0.9166666666666666,1.116900473371812,0.048994178796907435
131,0.15,gerichtet_unten_d0.68_g0,gerichtet,0.9125,1.0492712621412972,0.04845622938553245
131,0.15,gerichtet_unten_d0.68_g0.17,gerichtet,0.9083333333333333,1.0354657896594661,0.04861974846267704
131,0.15,gerichtet_links_d0.34_g0,gerichtet,0.9166666666666666,1.1807631734509718,0.04950608919147975
131,0.15,gerichtet_links_d0.34_g0.17,gerichtet,0.9166666666666666,1.1312591954107292,0.049271521238309954
131,0.15,gerichtet_links_d0.68_g0,gerichtet,0.9083333333333333,1.1143420362749907,0.04970947124155426
131,0.15,gerichtet_links_d0.68_g0.17,gerichtet,0.9083333333333333,1.078331191485937,0.04950955494003339
131,0.15,gerichtet_rechts_d0.34_g0,gerichtet,0.9166666666666666,1.121576605733212,0.04895336370221417
131,0.15,gerichtet_rechts_d0.34_g0.17,gerichtet,0.9166666666666666,1.0999522868357496,0.048986919876016846
131,0.15,gerichtet_rechts_d0.68_g0,gerichtet,0.9208333333333333,1.0075474705877279,0.048510584702097716
131,0.15,gerichtet_rechts_d0.68_g0.17,gerichtet,0.9166666666666666,0.9938279740335185,0.048540360789174807
131,0.35,baseline_ungekoppelt,baseline,0.9333333333333333,0.7974908780904515,0.048117476796972536
131,0.35,kontrolle_isotrop_0.34,isotrop,0.9041666666666667,0.6853571713497927,0.04885294589173391
131,0.35,anisotrop_horizontal_d0.34_t0,anisotrop,0.9166666666666666,0.730730096692027,0.04889089479806315
131,0.35,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.9083333333333333,0.7057603738982038,0.048853075887371575
131,0.35,anisotrop_horizontal_d0.68_t0,anisotrop,0.9083333333333333,0.6754343768965018,0.04956596474583846
131,0.35,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.9,0.6540458708686512,0.04950444532957292
131,0.35,anisotrop_vertikal_d0.34_t0,anisotrop,0.9208333333333333,0.7415237146700276,0.04805251631327324
131,0.35,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.9166666666666666,0.7125204994600666,0.04847836779476679
131,0.35,anisotrop_vertikal_d0.68_t0,anisotrop,0.9125,0.7040837536222792,0.048127044953635865
131,0.35,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.9041666666666667,0.6797091291472539,0.048524473302869534
131,0.35,gerichtet_oben_d0.34_g0,gerichtet,0.9208333333333333,0.7488175351260803,0.04816452348221302
131,0.35,gerichtet_oben_d0.34_g0.17,gerichtet,0.9208333333333333,0.7293945545048865,0.0483006479086319
131,0.35,gerichtet_oben_d0.68_g0,gerichtet,0.9125,0.7271074930508388,0.048260052183614344
131,0.35,gerichtet_oben_d0.68_g0.17,gerichtet,0.9125,0.7115893166834925,0.048269430870543466
131,0.35,gerichtet_unten_d0.34_g0,gerichtet,0.9208333333333333,0.7177697957949052,0.0490535345493624
131,0.35,gerichtet_unten_d0.34_g0.17,gerichtet,0.9208333333333333,0.7166583108474782,0.0487030219857786
131,0.35,gerichtet_unten_d0.68_g0,gerichtet,0.9166666666666666,0.6934343722240964,0.04945119901077902
131,0.35,gerichtet_unten_d0.68_g0.17,gerichtet,0.9125,0.6932491161859269,0.04906504730923542
131,0.35,gerichtet_links_d0.34_g0,gerichtet,0.9208333333333333,0.7566331674217691,0.04872940594657544
131,0.35,gerichtet_links_d0.34_g0.17,gerichtet,0.9208333333333333,0.7281345714566768,0.04877819201886954
131,0.35,gerichtet_links_d0.68_g0,gerichtet,0.9208333333333333,0.7344269348083677,0.04937998647198671
131,0.35,gerichtet_links_d0.68_g0.17,gerichtet,0.9125,0.7066698196210814,0.04935906689465774
131,0.35,gerichtet_rechts_d0.34_g0,gerichtet,0.9208333333333333,0.7184538684415541,0.048320638456063096
131,0.35,gerichtet_rechts_d0.34_g0.17,gerichtet,0.9208333333333333,0.7135071897853972,0.04857372442317482
131,0.35,gerichtet_rechts_d0.68_g0,gerichtet,0.9041666666666667,0.6946201673884445,0.04860189472361077
131,0.35,gerichtet_rechts_d0.68_g0.17,gerichtet,0.8958333333333334,0.6873765941499549,0.048773996112299184
131,0.55,baseline_ungekoppelt,baseline,0.9083333333333333,0.9642922783241702,0.047141090261568395
131,0.55,kontrolle_isotrop_0.34,isotrop,0.8458333333333333,0.8351770384653118,0.047954619629356286
131,0.55,anisotrop_horizontal_d0.34_t0,anisotrop,0.8833333333333333,0.8914365887164571,0.047577815757716475
131,0.55,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.8708333333333333,0.8585838114879241,0.04774942877559492
131,0.55,anisotrop_horizontal_d0.68_t0,anisotrop,0.8708333333333333,0.8414275984536262,0.04814106454919086
131,0.55,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.85,0.8110027261999465,0.0483349228168917
131,0.55,anisotrop_vertikal_d0.34_t0,anisotrop,0.8833333333333333,0.9007275725153816,0.04745167058229452
131,0.55,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.8541666666666666,0.8655822133510908,0.04766889582753169
131,0.55,anisotrop_vertikal_d0.68_t0,anisotrop,0.85,0.8580918891636827,0.047663810732469884
131,0.55,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.8375,0.8331259443993748,0.04789056536346638
131,0.55,gerichtet_oben_d0.34_g0,gerichtet,0.8791666666666667,0.9093612424431633,0.047089633585936735
131,0.55,gerichtet_oben_d0.34_g0.17,gerichtet,0.8666666666666667,0.8848322447964229,0.04737306753902583
131,0.55,gerichtet_oben_d0.68_g0,gerichtet,0.8708333333333333,0.9007491560662443,0.04715869998701949
131,0.55,gerichtet_oben_d0.68_g0.17,gerichtet,0.8625,0.878313186294395,0.04734064880355213
131,0.55,gerichtet_unten_d0.34_g0,gerichtet,0.8625,0.8787004768778717,0.04804955106312283
131,0.55,gerichtet_unten_d0.34_g0.17,gerichtet,0.8666666666666667,0.8709241271001589,0.04779979149811645
131,0.55,gerichtet_unten_d0.68_g0,gerichtet,0.85,0.8533130650464409,0.048639184902973094
131,0.55,gerichtet_unten_d0.68_g0.17,gerichtet,0.8458333333333333,0.8447796793627793,0.04833790541263036
131,0.55,gerichtet_links_d0.34_g0,gerichtet,0.8791666666666667,0.9102441423640626,0.04757028904536794
131,0.55,gerichtet_links_d0.34_g0.17,gerichtet,0.875,0.8837441191720976,0.04765610430364963
131,0.55,gerichtet_links_d0.68_g0,gerichtet,0.875,0.9042158872915868,0.047825974769554386
131,0.55,gerichtet_links_d0.68_g0.17,gerichtet,0.875,0.8797768808621266,0.04793918915147433
131,0.55,gerichtet_rechts_d0.34_g0,gerichtet,0.875,0.871981625822014,0.04738887638494539
131,0.55,gerichtet_rechts_d0.34_g0.17,gerichtet,0.8666666666666667,0.8644812935904266,0.047545039788850614
131,0.55,gerichtet_rechts_d0.68_g0,gerichtet,0.85,0.8211776357434943,0.047568097627602716
131,0.55,gerichtet_rechts_d0.68_g0.17,gerichtet,0.8458333333333333,0.8157756460504245,0.047716235397097656
167,0.15,baseline_ungekoppelt,baseline,0.9333333333333333,1.4424889638483456,0.04913249968689345
167,0.15,kontrolle_isotrop_0.34,isotrop,0.9083333333333333,1.2049040843810594,0.05039170346041313
167,0.15,anisotrop_horizontal_d0.34_t0,anisotrop,0.9208333333333333,1.2555681401033065,0.05013481509508137
167,0.15,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.9166666666666666,1.2344061882102537,0.05024765248005623
167,0.15,anisotrop_horizontal_d0.68_t0,anisotrop,0.9125,1.1290023048319477,0.050990481020803224
167,0.15,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.9041666666666667,1.1031238215803851,0.05110482596015444
167,0.15,anisotrop_vertikal_d0.34_t0,anisotrop,0.9166666666666666,1.3054069184756834,0.04938971251033528
167,0.15,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.9125,1.251768433898844,0.04992613214803857
167,0.15,anisotrop_vertikal_d0.68_t0,anisotrop,0.8791666666666667,1.1917347206589692,0.049559524740848175
167,0.15,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.875,1.1353662150565698,0.05014743055903065
167,0.15,gerichtet_oben_d0.34_g0,gerichtet,0.9208333333333333,1.3505611509404036,0.05026278572292454
167,0.15,gerichtet_oben_d0.34_g0.17,gerichtet,0.9208333333333333,1.3029225928539012,0.05008287345448771
167,0.15,gerichtet_oben_d0.68_g0,gerichtet,0.9083333333333333,1.3067822996069685,0.05094800564315201
167,0.15,gerichtet_oben_d0.68_g0.17,gerichtet,0.9041666666666667,1.264771908917645,0.05073266661054545
167,0.15,gerichtet_unten_d0.34_g0,gerichtet,0.9166666666666666,1.2655566360133037,0.04964721412458663
167,0.15,gerichtet_unten_d0.34_g0.17,gerichtet,0.9125,1.2733156628798403,0.049682322334618556
167,0.15,gerichtet_unten_d0.68_g0,gerichtet,0.9,1.170434570837123,0.04977452918900146
167,0.15,gerichtet_unten_d0.68_g0.17,gerichtet,0.8916666666666667,1.1648430880474907,0.04966486819669839
167,0.15,gerichtet_links_d0.34_g0,gerichtet,0.9166666666666666,1.364382084922831,0.04995260700867695
167,0.15,gerichtet_links_d0.34_g0.17,gerichtet,0.9166666666666666,1.31857563051869,0.05008838814468776
167,0.15,gerichtet_links_d0.68_g0,gerichtet,0.9125,1.3604282229129516,0.0506758755375221
167,0.15,gerichtet_links_d0.68_g0.17,gerichtet,0.9125,1.3223667923836917,0.05077370366472218
167,0.15,gerichtet_rechts_d0.34_g0,gerichtet,0.9208333333333333,1.248352380521196,0.04975360238486241
167,0.15,gerichtet_rechts_d0.34_g0.17,gerichtet,0.9166666666666666,1.236987679060806,0.049967107798821415
167,0.15,gerichtet_rechts_d0.68_g0,gerichtet,0.9166666666666666,1.0865019676998093,0.050202975714828464
167,0.15,gerichtet_rechts_d0.68_g0.17,gerichtet,0.9083333333333333,1.0790149549094248,0.05034361920941448
167,0.35,baseline_ungekoppelt,baseline,0.9583333333333334,1.1658555162394777,0.042465939657012224
167,0.35,kontrolle_isotrop_0.34,isotrop,0.9458333333333333,1.0862229674167405,0.041862574850534406
167,0.35,anisotrop_horizontal_d0.34_t0,anisotrop,0.9458333333333333,1.1425975055636277,0.04274736545400743
167,0.35,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.9416666666666667,1.1087778881971737,0.042307713280090004
167,0.35,anisotrop_horizontal_d0.68_t0,anisotrop,0.9333333333333333,1.119869831238931,0.04312507201019346
167,0.35,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.9416666666666667,1.0893518686516073,0.04268455272181713
167,0.35,anisotrop_vertikal_d0.34_t0,anisotrop,0.9458333333333333,1.1061974169710969,0.0416797376001484
167,0.35,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.9375,1.0953833210378587,0.04174764716756689
167,0.35,anisotrop_vertikal_d0.68_t0,anisotrop,0.9458333333333333,1.0695045944226071,0.04102841357067595
167,0.35,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.9416666666666667,1.0584447911299455,0.04104169385714568
167,0.35,gerichtet_oben_d0.34_g0,gerichtet,0.95,1.1088281736125993,0.04230353422672728
167,0.35,gerichtet_oben_d0.34_g0.17,gerichtet,0.9416666666666667,1.1024919689570443,0.04201446200624149
167,0.35,gerichtet_oben_d0.68_g0,gerichtet,0.9458333333333333,1.0735790858280019,0.042130955350378634
167,0.35,gerichtet_oben_d0.68_g0.17,gerichtet,0.9458333333333333,1.0732315955060112,0.041806782933691146
167,0.35,gerichtet_unten_d0.34_g0,gerichtet,0.9416666666666667,1.118119090758207,0.04217599873421805
167,0.35,gerichtet_unten_d0.34_g0.17,gerichtet,0.9416666666666667,1.1068152300060594,0.041936146179142354
167,0.35,gerichtet_unten_d0.68_g0,gerichtet,0.9416666666666667,1.0825933117881494,0.04191387520946859
167,0.35,gerichtet_unten_d0.68_g0.17,gerichtet,0.9416666666666667,1.0790597478763952,0.04161151377297397
167,0.35,gerichtet_links_d0.34_g0,gerichtet,0.9416666666666667,1.13742493132914,0.04215205949531724
167,0.35,gerichtet_links_d0.34_g0.17,gerichtet,0.9375,1.1232927029365714,0.04221300770768357
167,0.35,gerichtet_links_d0.68_g0,gerichtet,0.9375,1.1455563478866575,0.04232821915738334
167,0.35,gerichtet_links_d0.68_g0.17,gerichtet,0.9416666666666667,1.132753106513322,0.04234178975004223
167,0.35,gerichtet_rechts_d0.34_g0,gerichtet,0.9458333333333333,1.0946925930980533,0.04239297000782201
167,0.35,gerichtet_rechts_d0.34_g0.17,gerichtet,0.9375,1.1024503806832,0.042312045847668206
167,0.35,gerichtet_rechts_d0.68_g0,gerichtet,0.9416666666666667,1.0600599451237875,0.042779758900941094
167,0.35,gerichtet_rechts_d0.68_g0.17,gerichtet,0.9458333333333333,1.0689829070541166,0.0426777723808154
167,0.55,baseline_ungekoppelt,baseline,0.8583333333333333,0.8829826712201853,0.04971723070390196
167,0.55,kontrolle_isotrop_0.34,isotrop,0.7625,0.7597398045119234,0.04950096445450732
167,0.55,anisotrop_horizontal_d0.34_t0,anisotrop,0.8125,0.8547033376348419,0.04984318313127431
167,0.55,anisotrop_horizontal_d0.34_t0.17,anisotrop,0.8,0.8097248108622085,0.049672094159144795
167,0.55,anisotrop_horizontal_d0.68_t0,anisotrop,0.7875,0.8162886411758012,0.049796461937776565
167,0.55,anisotrop_horizontal_d0.68_t0.17,anisotrop,0.7541666666666667,0.794605263030838,0.04960810274355744
167,0.55,anisotrop_vertikal_d0.34_t0,anisotrop,0.8208333333333333,0.8518886064596075,0.0493273754902019
167,0.55,anisotrop_vertikal_d0.34_t0.17,anisotrop,0.7875,0.8047188056500505,0.04944379916656171
167,0.55,anisotrop_vertikal_d0.68_t0,anisotrop,0.7916666666666666,0.8197509571895973,0.04895190950166328
167,0.55,anisotrop_vertikal_d0.68_t0.17,anisotrop,0.7625,0.714178893571606,0.049103954177312815
167,0.55,gerichtet_oben_d0.34_g0,gerichtet,0.8125,0.8751133097911203,0.04991620749361731
167,0.55,gerichtet_oben_d0.34_g0.17,gerichtet,0.8,0.8522598881245042,0.0496806027855814
167,0.55,gerichtet_oben_d0.68_g0,gerichtet,0.8,0.8897375890914611,0.05004611163448058
167,0.55,gerichtet_oben_d0.68_g0.17,gerichtet,0.7833333333333333,0.8496903776291096,0.04981074627161813
167,0.55,gerichtet_unten_d0.34_g0,gerichtet,0.8041666666666667,0.8157342668593907,0.049389637457901724
167,0.55,gerichtet_unten_d0.34_g0.17,gerichtet,0.8,0.8096117769480019,0.049397940988223796
167,0.55,gerichtet_unten_d0.68_g0,gerichtet,0.7791666666666667,0.740621190816695,0.04899942725545475
167,0.55,gerichtet_unten_d0.68_g0.17,gerichtet,0.775,0.7305403863217368,0.048962105508179164
167,0.55,gerichtet_links_d0.34_g0,gerichtet,0.8166666666666667,0.8723639976052616,0.048785307649207556
167,0.55,gerichtet_links_d0.34_g0.17,gerichtet,0.8083333333333333,0.834795331845585,0.049266480112999056
167,0.55,gerichtet_links_d0.68_g0,gerichtet,0.7958333333333333,0.8480092092130072,0.048113050205588766
167,0.55,gerichtet_links_d0.68_g0.17,gerichtet,0.7875,0.8190431932482278,0.04859118576722302
167,0.55,gerichtet_rechts_d0.34_g0,gerichtet,0.8041666666666667,0.8170363360095065,0.050326413854784646
167,0.55,gerichtet_rechts_d0.34_g0.17,gerichtet,0.8,0.8256313975052033,0.05000243944955175
167,0.55,gerichtet_rechts_d0.68_g0,gerichtet,0.7708333333333334,0.7781818170845544,0.050559009839557065
167,0.55,gerichtet_rechts_d0.68_g0.17,gerichtet,0.7666666666666667,0.7875824691100699,0.05036032206708148
