model,family,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
gerichtet_oben_d0.68_g0,gerichtet,nominal,167,0.02,1,1.0,2.5,0.0028017259480687786,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,nominal,167,0.02,0,1.0,2.5,0.00016726106285085393,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,nominal,167,0.01,0,1.0,2.52,0.00018121439046336606,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.7430000000000003,0.006100131669024119,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.7600000000000002,0.0005235578562756742,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.79,0.0005559059237911296,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.56,0.006225745445315282,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.543,0.00018218997790185525,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.573,0.00019767100251516186,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.7,0.006471445833154972,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.68,0.0002795606805975558,0.0,0
gerichtet_oben_d0.68_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.7,0.00030143417441684577,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.543,0.0033174189375775004,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.54,0.00020020660376286357,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.57,0.00021634712873722336,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.563,0.0028797411197140133,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.00021892253558583727,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.59,0.00023612784713504526,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.5,0.002742840684325596,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.5,0.00017762706513994652,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.52,0.00019203028697811517,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.72,0.005960217396177977,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.74,0.0004914109938607128,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.77,0.0005220931872088337,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.58,0.006174524875016839,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.58,0.00021271027705581946,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.6015,0.00022991129269584216,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7030000000000003,0.0062953188442671235,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.68,0.0003117036187311335,0.0,0
gerichtet_oben_d0.68_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.71,0.00033489946679664853,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,101,0.02,1,1.0,2.563,0.0034714253624321,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,101,0.02,0,1.0,2.58,0.00023408388696165433,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,101,0.01,0,1.0,2.6,0.00025204043888708415,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,131,0.02,1,1.0,2.56,0.0032649097785324805,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,131,0.02,0,1.0,2.56,0.0002024518548358582,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,131,0.01,0,1.0,2.58,0.0002188543142598315,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,167,0.02,1,1.0,2.503,0.0030444517717199064,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,167,0.02,0,1.0,2.52,0.0002040431994346382,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,nominal,167,0.01,0,1.0,2.54,0.00021983062697665054,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.623,0.005985322063570939,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.64,0.0003065442457575222,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.6715,0.00032899616310479006,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.786,0.006792806784684543,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.7800000000000002,0.0006626870116778182,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.8000000000000003,0.0006985790947096823,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.8000000000000003,0.006294329563142292,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.8000000000000003,0.0005229286296182426,0.0,0
gerichtet_unten_d0.34_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.8215,0.0005561785911665507,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.563,0.003379237705850187,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.56,0.000224311565223105,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.59,0.00024174378540891807,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.56,0.0031218195149944404,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.00021182777303611983,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.58,0.00022863999584665112,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.5,0.0029364071181888804,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.5,0.00019181115126244008,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.5300000000000002,0.0002069967505778896,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.6430000000000002,0.005898759064604574,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.66,0.0003490535095908977,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.69,0.0003732786237946206,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.7230000000000003,0.006616302114184748,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.72,0.0004858241043272848,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.74,0.0005154397894819717,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7800000000000002,0.006223102984676836,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.7630000000000003,0.00047949256403115266,0.0,0
gerichtet_unten_d0.34_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.7915,0.0005103940183329255,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,101,0.02,1,1.0,2.563,0.00334798203713891,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,101,0.02,0,1.0,2.563,0.0002320754820597854,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,101,0.01,0,1.0,2.5915,0.00024988482540446843,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,131,0.02,1,1.0,2.54,0.0030945374184136575,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,131,0.02,0,1.0,2.54,0.00017794288963407845,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,131,0.01,0,1.0,2.56,0.0001928822099809182,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,167,0.02,1,1.0,2.503,0.002924542152422212,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,167,0.02,0,1.0,2.52,0.00020484260181076417,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,nominal,167,0.01,0,1.0,2.54,0.00022058616930267867,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.56,0.005771796659818621,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.56,0.00017884775350485995,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.59,0.00019453489927650635,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.809,0.006676759338457731,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.8030000000000004,0.0007300136552638187,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.8315,0.00076897862637458,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.7600000000000002,0.005957316759206144,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.74,0.0003909035005995806,0.0,0
gerichtet_unten_d0.68_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.77,0.00041839188461758795,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.563,0.0032767245480423094,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00022510624505298066,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.59,0.00024256430181131923,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.54,0.002979553534827063,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.54,0.00018942796128939752,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.57,0.00020500651793877345,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.5,0.0028559834928206743,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.5,0.00019123099391415047,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.5300000000000002,0.00020635031395204896,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.58,0.005651216787115477,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.6,0.0002188863374191561,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.62,0.0002366997281296605,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.766,0.006518577708197821,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.7600000000000002,0.0005712282477717133,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.7800000000000002,0.0006044971306209946,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7430000000000003,0.005907142129773536,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.74,0.0004052991745007676,0.0,0
gerichtet_unten_d0.68_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.7615000000000003,0.00043297556872080856,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,101,0.02,1,1.0,2.563,0.003490132168214278,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,101,0.02,0,1.0,2.563,0.00022736830828319344,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,101,0.01,0,1.0,2.5915,0.0002450323963967941,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,131,0.02,1,1.0,2.58,0.003274873384202846,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,131,0.02,0,1.0,2.58,0.00023569108790507306,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,131,0.01,0,1.0,2.6,0.00025364207061055483,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,167,0.02,1,1.0,2.543,0.003092669091371941,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,167,0.02,0,1.0,2.54,0.0002554042369947542,0.0,0
gerichtet_links_d0.34_g0,gerichtet,nominal,167,0.01,0,1.0,2.57,0.0002736659600575098,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.68,0.006018208261849067,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.7030000000000003,0.00043721318897579117,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.7315,0.00046529268673156193,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.7230000000000003,0.006585918335656393,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.72,0.0004768794312852222,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.74,0.0005063847718502653,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.823,0.006278587505197774,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.82,0.0006532574178017106,0.0,0
gerichtet_links_d0.34_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.84,0.0006901242633548487,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.563,0.003419910933825696,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00022327371826931803,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.59,0.00024067144751306914,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.563,0.0031550109870933348,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.0002260594245513223,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.59,0.00024356309945391976,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.52,0.0029939040821769674,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.52,0.0002117365239739654,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.5500000000000003,0.00022794864341914406,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.68,0.00590986444982459,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.7,0.00042433414094945123,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.7215000000000003,0.0004516923334021801,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.7030000000000003,0.00653041414051939,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.7,0.0004240961907716226,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.72,0.0004512368326036862,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7830000000000004,0.00614441077832535,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.7800000000000002,0.0005195292882651287,0.0,0
gerichtet_links_d0.34_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.8000000000000003,0.0005517053966177586,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,101,0.02,1,1.0,2.563,0.0033983866854099907,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00021950288059689925,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,101,0.01,0,1.0,2.59,0.00023668325701640781,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,131,0.02,1,1.0,2.58,0.003173825110359599,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,131,0.02,0,1.0,2.563,0.00023853473149452732,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,131,0.01,0,1.0,2.6,0.00025656196289036107,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,167,0.02,1,1.0,2.563,0.003053196381432602,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,167,0.02,0,1.0,2.56,0.0002789608867400988,0.0,0
gerichtet_links_d0.68_g0,gerichtet,nominal,167,0.01,0,1.0,2.5915,0.00029856834041586594,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.66,0.005763096074275123,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.6830000000000003,0.0003942421402874022,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.7115,0.000420349505430869,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.7030000000000003,0.006358840774783515,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.7,0.0004493600861587075,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.73,0.0004775368608155979,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.786,0.005819068540961462,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.8000000000000003,0.0006482871395983652,0.0,0
gerichtet_links_d0.68_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.8215,0.0006841139859087251,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.56,0.003336439189407944,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00021915594966116265,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.59,0.00023631956345829852,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.563,0.0030720059847452173,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.000229607774916787,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.59,0.0002472412256558373,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.543,0.002961930638211138,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.54,0.00024061291286918318,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.57,0.0002583959384871565,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.66,0.005631749047519423,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.6830000000000003,0.00040393881999587015,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.7115,0.0004303288076441755,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.686,0.006243102602125113,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.68,0.0004113035659386828,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.71,0.0004379196687113927,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7630000000000003,0.005709029288870939,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.7600000000000002,0.0005293752409987507,0.0,0
gerichtet_links_d0.68_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.79,0.0005612779708214769,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,101,0.02,1,1.0,2.543,0.0034709019081029906,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00020458491505615265,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,101,0.01,0,1.0,2.58,0.00022111682014471816,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,131,0.02,1,1.0,2.56,0.0031469358063671983,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,131,0.02,0,1.0,2.56,0.0002096926655016501,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,131,0.01,0,1.0,2.5815,0.00022643708439262346,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,167,0.02,1,1.0,2.463,0.0029603054408981057,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,167,0.02,0,1.0,2.48,0.0001459808251290099,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,nominal,167,0.01,0,1.0,2.5,0.0001587304925931867,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.68,0.0060386248550805465,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.7030000000000003,0.00042959612051514433,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.7315,0.0004574627081757828,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.6630000000000003,0.006828886246418808,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.66,0.00035453980525653605,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.69,0.0003788676665882924,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.7800000000000002,0.006548276331362449,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,167,0.02,0,1.0,2.7800000000000002,0.0004933150802025606,0.0,0
gerichtet_rechts_d0.34_g0,gerichtet,erhoeht,167,0.01,0,1.0,2.8000000000000003,0.0005247735546382722,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,101,0.02,1,1.0,2.56,0.003409313803840303,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,101,0.02,0,1.0,2.56,0.00021389904825404944,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,101,0.01,0,1.0,2.5815,0.00023081259603369,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,131,0.02,1,1.0,2.56,0.0031002554683089403,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,131,0.02,0,1.0,2.56,0.00021570871525878758,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,131,0.01,0,1.0,2.5815,0.00023270912653893268,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,167,0.02,1,1.0,2.48,0.0029286811454613624,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,167,0.02,0,1.0,2.48,0.00016428930213536284,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,nominal,167,0.01,0,1.0,2.5100000000000002,0.00017802649488459624,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,101,0.02,1,1.0,2.68,0.005870370751450436,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,101,0.02,0,1.0,2.7,0.00040948134223740574,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,101,0.01,0,1.0,2.72,0.0004363786500695228,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,131,0.02,1,1.0,2.666,0.006636197363594902,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,131,0.02,0,1.0,2.66,0.0003765884470860037,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,131,0.01,0,1.0,2.69,0.0004015936060555299,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,167,0.02,1,1.0,2.7600000000000002,0.006264513125589503,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,167,0.02,0,1.0,2.7600000000000002,0.0004603679175862141,0.0,0
gerichtet_rechts_d0.34_g0.17,gerichtet,erhoeht,167,0.01,0,1.0,2.7800000000000002,0.0004903611443311789,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,101,0.02,1,1.0,2.523,0.003386131854129443,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,101,0.02,0,1.0,2.54,0.0001810492863963994,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,101,0.01,0,1.0,2.5615,0.00019626313076845692,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,131,0.02,1,1.0,2.543,0.003010096717381977,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,131,0.02,0,1.0,2.54,0.00019567354344041305,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,131,0.01,0,1.0,2.5715,0.00021161673786241765,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,167,0.02,1,1.0,2.44,0.0028094695114108444,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,167,0.02,0,1.0,2.44,0.0001148604924147365,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,nominal,167,0.01,0,1.0,2.47,0.00012563539024985869,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,101,0.02,1,1.0,2.6630000000000003,0.005809325927736425,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,101,0.02,0,1.0,2.68,0.00039903575835535427,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,101,0.01,0,1.0,2.71,0.00042527944714375657,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,131,0.02,1,1.0,2.606,0.0065897768093754775,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,131,0.02,0,1.0,2.6,0.00024260850820428354,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,131,0.01,0,1.0,2.63,0.00026170345568849585,0.0,0
gerichtet_rechts_d0.68_g0,gerichtet,erhoeht,167,0.02,1,1.0,2.7430000000000003,0.006228239649965978,0.0,0
