model,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
zwei_zustaende_l1_s2_a0.75,erhoeht,167,0.01,0,1.0,4.1825,0.012524483233690436,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,101,0.02,1,1.0,3.885,0.007593267631329721,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,101,0.02,0,1.0,3.88,0.0067675387710568885,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,101,0.01,0,1.0,3.9,0.006950496279945808,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,131,0.02,1,1.0,3.72,0.00664983785464217,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,131,0.02,0,1.0,3.7,0.005422585681314725,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,131,0.01,0,1.0,3.73,0.005576434691558949,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,167,0.02,1,1.0,3.7800000000000002,0.006670810125703558,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186219020552,0.0,0
zwei_zustaende_l1_s3.2_a0.25,nominal,167,0.01,0,1.0,3.79,0.006107375773517235,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,101,0.02,1,1.0,4.04,0.012271269584184844,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287669268,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,101,0.01,0,1.0,4.0425,0.010116308698206889,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,131,0.02,1,1.0,4.04,0.01283733578687782,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,131,0.02,0,1.0,4.0,0.009769452916102657,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,131,0.01,0,1.0,4.0125,0.009958383726942441,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,167,0.02,1,1.0,4.18,0.014727608053868087,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,167,0.02,0,1.0,4.16,0.012311493897564568,0.0,0
zwei_zustaende_l1_s3.2_a0.25,erhoeht,167,0.01,0,1.0,4.1825,0.012524388240203755,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,101,0.02,1,1.0,3.885,0.007593267631329721,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,101,0.02,0,1.0,3.88,0.0067675387710568885,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,101,0.01,0,1.0,3.9,0.006950496279945808,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,131,0.02,1,1.0,3.72,0.00664983785464217,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,131,0.02,0,1.0,3.7,0.005422585681314725,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,131,0.01,0,1.0,3.73,0.005576434691558949,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,167,0.02,1,1.0,3.7800000000000002,0.006670810125703558,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186219020552,0.0,0
zwei_zustaende_l1_s3.2_a0.5,nominal,167,0.01,0,1.0,3.79,0.006107375773517235,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,101,0.02,1,1.0,4.04,0.012271269584184844,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287669268,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,101,0.01,0,1.0,4.0425,0.010116308698206889,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,131,0.02,1,1.0,4.04,0.01283733578687782,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,131,0.02,0,1.0,4.0,0.009769452916102657,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,131,0.01,0,1.0,4.0125,0.009958383726942441,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,167,0.02,1,1.0,4.18,0.014727608053868087,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,167,0.02,0,1.0,4.16,0.012311493897564568,0.0,0
zwei_zustaende_l1_s3.2_a0.5,erhoeht,167,0.01,0,1.0,4.1825,0.012524388240203755,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,101,0.02,1,1.0,3.885,0.007593267631329721,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,101,0.02,0,1.0,3.88,0.0067675387710568885,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,101,0.01,0,1.0,3.9,0.006950496279945808,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,131,0.02,1,1.0,3.72,0.00664983785464217,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,131,0.02,0,1.0,3.7,0.005422585681314725,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,131,0.01,0,1.0,3.73,0.005576434691558949,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,167,0.02,1,1.0,3.7800000000000002,0.006670810125703558,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186219020552,0.0,0
zwei_zustaende_l1_s3.2_a0.75,nominal,167,0.01,0,1.0,3.79,0.006107375773517235,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,101,0.02,1,1.0,4.04,0.012271269584184844,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287669268,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,101,0.01,0,1.0,4.0425,0.010116308698206889,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,131,0.02,1,1.0,4.04,0.01283733578687782,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,131,0.02,0,1.0,4.0,0.009769452916102657,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,131,0.01,0,1.0,4.0125,0.009958383726942441,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,167,0.02,1,1.0,4.18,0.014727608053868087,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,167,0.02,0,1.0,4.16,0.012311493897564568,0.0,0
zwei_zustaende_l1_s3.2_a0.75,erhoeht,167,0.01,0,1.0,4.1825,0.012524388240203755,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,101,0.02,1,1.0,3.885,0.007559518525973869,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,101,0.02,0,1.0,3.88,0.006767538771035272,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,101,0.01,0,1.0,3.9,0.0069504962799096254,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,131,0.02,1,1.0,3.72,0.0066160088696827005,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,131,0.02,0,1.0,3.7,0.005422585681278646,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,131,0.01,0,1.0,3.73,0.005576434691500108,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,167,0.02,1,1.0,3.7800000000000002,0.006631055321529388,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186217633501,0.0,0
zwei_zustaende_l1_s4.8_a0.25,nominal,167,0.01,0,1.0,3.79,0.006107375771489478,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,101,0.02,1,1.0,4.04,0.012195082810061651,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287622538,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,101,0.01,0,1.0,4.0425,0.01011630869813214,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,131,0.02,1,1.0,4.025,0.012754481583744003,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,131,0.02,0,1.0,4.0,0.009769452323308933,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,131,0.01,0,1.0,4.0125,0.009958382982604822,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,167,0.02,1,1.0,4.18,0.014631258142212762,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,167,0.02,0,1.0,4.16,0.012311493897084757,0.0,0
zwei_zustaende_l1_s4.8_a0.25,erhoeht,167,0.01,0,1.0,4.1825,0.01252438823949053,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,101,0.02,1,1.0,3.885,0.007559518525973869,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,101,0.02,0,1.0,3.88,0.006767538771035272,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,101,0.01,0,1.0,3.9,0.0069504962799096254,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,131,0.02,1,1.0,3.72,0.0066160088696827005,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,131,0.02,0,1.0,3.7,0.005422585681278646,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,131,0.01,0,1.0,3.73,0.005576434691500108,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,167,0.02,1,1.0,3.7800000000000002,0.006631055321529388,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186217633501,0.0,0
zwei_zustaende_l1_s4.8_a0.5,nominal,167,0.01,0,1.0,3.79,0.006107375771489478,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,101,0.02,1,1.0,4.04,0.012195082810061651,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287622538,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,101,0.01,0,1.0,4.0425,0.01011630869813214,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,131,0.02,1,1.0,4.025,0.012754481583744003,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,131,0.02,0,1.0,4.0,0.009769452323308933,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,131,0.01,0,1.0,4.0125,0.009958382982604822,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,167,0.02,1,1.0,4.18,0.014631258142212762,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,167,0.02,0,1.0,4.16,0.012311493897084757,0.0,0
zwei_zustaende_l1_s4.8_a0.5,erhoeht,167,0.01,0,1.0,4.1825,0.01252438823949053,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,101,0.02,1,1.0,3.885,0.007559518525973869,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,101,0.02,0,1.0,3.88,0.006767538771035272,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,101,0.01,0,1.0,3.9,0.0069504962799096254,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,131,0.02,1,1.0,3.72,0.0066160088696827005,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,131,0.02,0,1.0,3.7,0.005422585681278646,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,131,0.01,0,1.0,3.73,0.005576434691500108,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,167,0.02,1,1.0,3.7800000000000002,0.006631055321529388,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,167,0.02,0,1.0,3.7600000000000002,0.005943186217633501,0.0,0
zwei_zustaende_l1_s4.8_a0.75,nominal,167,0.01,0,1.0,3.79,0.006107375771489478,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,101,0.02,1,1.0,4.04,0.012195082810061651,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,101,0.02,0,1.0,4.0200000000000005,0.009920393287622538,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,101,0.01,0,1.0,4.0425,0.01011630869813214,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,131,0.02,1,1.0,4.025,0.012754481583744003,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,131,0.02,0,1.0,4.0,0.009769452323308933,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,131,0.01,0,1.0,4.0125,0.009958382982604822,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,167,0.02,1,1.0,4.18,0.014631258142212762,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,167,0.02,0,1.0,4.16,0.012311493897084757,0.0,0
zwei_zustaende_l1_s4.8_a0.75,erhoeht,167,0.01,0,1.0,4.1825,0.01252438823949053,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,101,0.02,1,1.0,3.225,0.00367262741099409,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,101,0.02,0,1.0,3.22,0.002176598974727189,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,101,0.01,0,1.0,3.2425,0.002260773909807376,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,131,0.02,1,1.0,3.085,0.003867675901147091,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,131,0.02,0,1.0,3.08,0.0017029913632831256,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,131,0.01,0,1.0,3.11,0.0017715191510989249,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,167,0.02,1,1.0,3.14,0.004019126697498014,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,167,0.02,0,1.0,3.14,0.0018968351033309323,0.0,0
zwei_zustaende_l1.2_s2_a0.25,nominal,167,0.01,0,1.0,3.16,0.0019711208030091646,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007844706060280624,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,101,0.02,0,1.0,3.34,0.003825089733616621,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,101,0.01,0,1.0,3.37,0.003928366396011772,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,131,0.02,1,1.0,3.385,0.007978693180379418,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,131,0.02,0,1.0,3.3449999999999998,0.0038512477061214993,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,131,0.01,0,1.0,3.37,0.0039516229039218646,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,167,0.02,1,1.0,3.485,0.008907483193271474,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,167,0.02,0,1.0,3.46,0.005061006759220969,0.0,0
zwei_zustaende_l1.2_s2_a0.25,erhoeht,167,0.01,0,1.0,3.49,0.005180165729250192,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,101,0.02,1,1.0,3.225,0.00367262741099409,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,101,0.02,0,1.0,3.22,0.002176598974727189,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,101,0.01,0,1.0,3.2425,0.002260773909807376,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,131,0.02,1,1.0,3.085,0.003867675901147091,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,131,0.02,0,1.0,3.08,0.0017029913632831256,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,131,0.01,0,1.0,3.11,0.0017715191510989249,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,167,0.02,1,1.0,3.14,0.004019126697498014,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,167,0.02,0,1.0,3.14,0.0018968351033309323,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,167,0.01,0,1.0,3.16,0.0019711208030091646,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007844706060280624,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,101,0.02,0,1.0,3.34,0.003825089733616621,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,101,0.01,0,1.0,3.37,0.003928366396011772,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,131,0.02,1,1.0,3.385,0.007978693180379418,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,131,0.02,0,1.0,3.3449999999999998,0.0038512477061214993,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,131,0.01,0,1.0,3.37,0.0039516229039218646,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,167,0.02,1,1.0,3.485,0.008907483193271474,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,167,0.02,0,1.0,3.46,0.005061006759220969,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,167,0.01,0,1.0,3.49,0.005180165729250192,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,101,0.02,1,1.0,3.225,0.00367262741099409,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,101,0.02,0,1.0,3.22,0.002176598974727189,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,101,0.01,0,1.0,3.2425,0.002260773909807376,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,131,0.02,1,1.0,3.085,0.003867675901147091,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,131,0.02,0,1.0,3.08,0.0017029913632831256,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,131,0.01,0,1.0,3.11,0.0017715191510989249,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,167,0.02,1,1.0,3.14,0.004019126697498014,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,167,0.02,0,1.0,3.14,0.0018968351033309323,0.0,0
zwei_zustaende_l1.2_s2_a0.75,nominal,167,0.01,0,1.0,3.16,0.0019711208030091646,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007844706060280624,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,101,0.02,0,1.0,3.34,0.003825089733616621,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,101,0.01,0,1.0,3.37,0.003928366396011772,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,131,0.02,1,1.0,3.385,0.007978693180379418,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,131,0.02,0,1.0,3.3449999999999998,0.0038512477061214993,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,131,0.01,0,1.0,3.37,0.0039516229039218646,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,167,0.02,1,1.0,3.485,0.008907483193271474,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,167,0.02,0,1.0,3.46,0.005061006759220969,0.0,0
zwei_zustaende_l1.2_s2_a0.75,erhoeht,167,0.01,0,1.0,3.49,0.005180165729250192,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,101,0.02,1,1.0,3.225,0.003546691781603221,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,101,0.02,0,1.0,3.22,0.0021765294510128373,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,101,0.01,0,1.0,3.2425,0.0022606910508130972,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,131,0.02,1,1.0,3.08,0.0036620405151088723,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,131,0.02,0,1.0,3.08,0.0017028997195190222,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,131,0.01,0,1.0,3.1,0.0017714106154032398,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,167,0.02,1,1.0,3.14,0.00376551750661112,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,167,0.02,0,1.0,3.14,0.0018961238489446288,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,nominal,167,0.01,0,1.0,3.16,0.0019703147039446724,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007528329646077383,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,101,0.02,0,1.0,3.34,0.0038250266351308026,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,101,0.01,0,1.0,3.37,0.003928291821582895,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007656546266694921,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.0038343257491494937,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,131,0.01,0,1.0,3.3425,0.003933386452692216,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,167,0.02,1,1.0,3.485,0.008815743176080795,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,167,0.02,0,1.0,3.46,0.005060806885851444,0.0,0
zwei_zustaende_l1.2_s3.2_a0.25,erhoeht,167,0.01,0,1.0,3.4825,0.005179936052951957,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,101,0.02,1,1.0,3.225,0.003546691781603221,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,101,0.02,0,1.0,3.22,0.0021765294510128373,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,101,0.01,0,1.0,3.2425,0.0022606910508130972,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,131,0.02,1,1.0,3.08,0.0036620405151088723,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,131,0.02,0,1.0,3.08,0.0017028997195190222,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,131,0.01,0,1.0,3.1,0.0017714106154032398,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,167,0.02,1,1.0,3.14,0.00376551750661112,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,167,0.02,0,1.0,3.14,0.0018961238489446288,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,nominal,167,0.01,0,1.0,3.16,0.0019703147039446724,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007528329646077383,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,101,0.02,0,1.0,3.34,0.0038250266351308026,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,101,0.01,0,1.0,3.37,0.003928291821582895,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007656546266694921,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.0038343257491494937,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,131,0.01,0,1.0,3.3425,0.003933386452692216,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,167,0.02,1,1.0,3.485,0.008815743176080795,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,167,0.02,0,1.0,3.46,0.005060806885851444,0.0,0
zwei_zustaende_l1.2_s3.2_a0.5,erhoeht,167,0.01,0,1.0,3.4825,0.005179936052951957,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,101,0.02,1,1.0,3.225,0.003546691781603221,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,101,0.02,0,1.0,3.22,0.0021765294510128373,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,101,0.01,0,1.0,3.2425,0.0022606910508130972,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,131,0.02,1,1.0,3.08,0.0036620405151088723,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,131,0.02,0,1.0,3.08,0.0017028997195190222,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,131,0.01,0,1.0,3.1,0.0017714106154032398,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,167,0.02,1,1.0,3.14,0.00376551750661112,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,167,0.02,0,1.0,3.14,0.0018961238489446288,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,nominal,167,0.01,0,1.0,3.16,0.0019703147039446724,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007528329646077383,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,101,0.02,0,1.0,3.34,0.0038250266351308026,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,101,0.01,0,1.0,3.37,0.003928291821582895,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007656546266694921,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.0038343257491494937,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,131,0.01,0,1.0,3.3425,0.003933386452692216,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,167,0.02,1,1.0,3.485,0.008815743176080795,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,167,0.02,0,1.0,3.46,0.005060806885851444,0.0,0
zwei_zustaende_l1.2_s3.2_a0.75,erhoeht,167,0.01,0,1.0,3.4825,0.005179936052951957,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,101,0.02,1,1.0,3.225,0.003474468182388163,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,101,0.02,0,1.0,3.22,0.002176529450945626,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,101,0.01,0,1.0,3.2425,0.0022606910507018533,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,131,0.02,1,1.0,3.08,0.0035977180227378665,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,131,0.02,0,1.0,3.08,0.0017028997194041351,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,131,0.01,0,1.0,3.1,0.001771410615218008,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,167,0.02,1,1.0,3.14,0.003693073632590095,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,167,0.02,0,1.0,3.14,0.0018961238445970741,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,nominal,167,0.01,0,1.0,3.16,0.001970314697659248,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,101,0.02,1,1.0,3.3449999999999998,0.007350617033270746,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,101,0.02,0,1.0,3.34,0.003825026635009609,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,101,0.01,0,1.0,3.37,0.003928291821390397,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,131,0.02,1,1.0,3.3449999999999998,0.007501114855461306,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,131,0.02,0,1.0,3.3200000000000003,0.003834324238760898,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,131,0.01,0,1.0,3.3425,0.003933384568189105,0.0,0
zwei_zustaende_l1.2_s4.8_a0.25,erhoeht,167,0.02,1,1.0,3.485,0.008736304050825981,0.0,0
