task,seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse
zeitskalen,131,0.15,zwei_zustaende_l1_s2_a0.5,0.6083333333333333,0.3066935432596805,0.045829264848274126
zeitskalen,131,0.15,zwei_zustaende_l1_s2_a0.75,0.5708333333333333,0.3564482485863302,0.04532950284629492
zeitskalen,131,0.15,zwei_zustaende_l1_s3.2_a0.25,0.575,0.29337423362058646,0.045661922109401745
zeitskalen,131,0.15,zwei_zustaende_l1_s3.2_a0.5,0.575,0.2901821988231585,0.04468845702197073
zeitskalen,131,0.15,zwei_zustaende_l1_s3.2_a0.75,0.5666666666666667,0.3571843369166152,0.0435243696061849
zeitskalen,131,0.15,zwei_zustaende_l1_s4.8_a0.25,0.5666666666666667,0.29564768608642944,0.04518273437154365
zeitskalen,131,0.15,zwei_zustaende_l1_s4.8_a0.5,0.575,0.29422118582088613,0.04413366595375913
zeitskalen,131,0.15,zwei_zustaende_l1_s4.8_a0.75,0.5791666666666667,0.35049609897216183,0.041558830852177986
zeitskalen,131,0.15,zwei_zustaende_l1.2_s2_a0.25,0.5833333333333334,0.29071418090680473,0.04532405641086418
zeitskalen,131,0.15,zwei_zustaende_l1.2_s2_a0.5,0.5958333333333333,0.291355734293018,0.04514140255615572
zeitskalen,131,0.15,zwei_zustaende_l1.2_s2_a0.75,0.575,0.35351866028111467,0.0450026230837957
zeitskalen,131,0.15,zwei_zustaende_l1.2_s3.2_a0.25,0.5833333333333334,0.2831524857201796,0.044460673343270925
zeitskalen,131,0.15,zwei_zustaende_l1.2_s3.2_a0.5,0.5833333333333334,0.2836367335911033,0.04400584983975374
zeitskalen,131,0.15,zwei_zustaende_l1.2_s3.2_a0.75,0.5625,0.36005978017006113,0.04320683000012883
zeitskalen,131,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.575,0.2864327294941263,0.04396862064693725
zeitskalen,131,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.5708333333333333,0.29811266435185724,0.04344488445440467
zeitskalen,131,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.5833333333333334,0.35400387511291526,0.04111307799055631
zeitskalen,131,0.35,baseline_ein_zustand,0.475,0.3272568190305481,0.05319503109468442
zeitskalen,131,0.35,zwei_zustaende_l1_s2_a0.25,0.48333333333333334,0.3357255570154999,0.052657689757865105
zeitskalen,131,0.35,zwei_zustaende_l1_s2_a0.5,0.49583333333333335,0.32443273758744023,0.04963627033154415
zeitskalen,131,0.35,zwei_zustaende_l1_s2_a0.75,0.525,0.29913429830266003,0.046773469701688
zeitskalen,131,0.35,zwei_zustaende_l1_s3.2_a0.25,0.4791666666666667,0.32682014819399025,0.051650709787411715
zeitskalen,131,0.35,zwei_zustaende_l1_s3.2_a0.5,0.5041666666666667,0.30148815567758047,0.047367996676269335
zeitskalen,131,0.35,zwei_zustaende_l1_s3.2_a0.75,0.5375,0.26063280688023927,0.04333376703555949
zeitskalen,131,0.35,zwei_zustaende_l1_s4.8_a0.25,0.4791666666666667,0.3219491598002223,0.05101360558802794
zeitskalen,131,0.35,zwei_zustaende_l1_s4.8_a0.5,0.49166666666666664,0.2815920050038053,0.045916766023709074
zeitskalen,131,0.35,zwei_zustaende_l1_s4.8_a0.75,0.525,0.23618251038203,0.040720279031367955
zeitskalen,131,0.35,zwei_zustaende_l1.2_s2_a0.25,0.4791666666666667,0.3246075881691268,0.05199494880077899
zeitskalen,131,0.35,zwei_zustaende_l1.2_s2_a0.5,0.4875,0.3143242582631711,0.04905752171245525
zeitskalen,131,0.35,zwei_zustaende_l1.2_s2_a0.75,0.525,0.29369326498873316,0.04644327461270799
zeitskalen,131,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.4875,0.3156225236824996,0.05108300589408097
zeitskalen,131,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.49583333333333335,0.2899240071995939,0.04689517311583702
zeitskalen,131,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.5333333333333333,0.2583658394372047,0.04308667103103794
zeitskalen,131,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.4875,0.30971700218260045,0.050508744117850356
zeitskalen,131,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.4875,0.2680925407823493,0.04548259463491063
zeitskalen,131,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.5166666666666667,0.23614290554269857,0.04041875036547419
zeitskalen,131,0.55,baseline_ein_zustand,0.425,0.36581540864894946,0.04945711635588495
zeitskalen,131,0.55,zwei_zustaende_l1_s2_a0.25,0.4375,0.3719570469994488,0.05277970485897337
zeitskalen,131,0.55,zwei_zustaende_l1_s2_a0.5,0.42916666666666664,0.3448826230553565,0.05142436726964679
zeitskalen,131,0.55,zwei_zustaende_l1_s2_a0.75,0.43333333333333335,0.3142444405115786,0.04983184732106458
zeitskalen,131,0.55,zwei_zustaende_l1_s3.2_a0.25,0.4375,0.36185932791820813,0.05171473895181844
zeitskalen,131,0.55,zwei_zustaende_l1_s3.2_a0.5,0.44583333333333336,0.3381928729357274,0.049271286510695976
zeitskalen,131,0.55,zwei_zustaende_l1_s3.2_a0.75,0.43333333333333335,0.31207892040354024,0.045713819413810204
zeitskalen,131,0.55,zwei_zustaende_l1_s4.8_a0.25,0.4375,0.35686988852630863,0.05105713386358008
zeitskalen,131,0.55,zwei_zustaende_l1_s4.8_a0.5,0.44166666666666665,0.3302906949957589,0.04774961304530737
zeitskalen,131,0.55,zwei_zustaende_l1_s4.8_a0.75,0.45,0.31259780700153816,0.04205157325844413
zeitskalen,131,0.55,zwei_zustaende_l1.2_s2_a0.25,0.44583333333333336,0.35994771925844493,0.051465547085292884
zeitskalen,131,0.55,zwei_zustaende_l1.2_s2_a0.5,0.44583333333333336,0.34409639729166747,0.0505787901348682
zeitskalen,131,0.55,zwei_zustaende_l1.2_s2_a0.75,0.4375,0.3135586770577103,0.04938054669327712
zeitskalen,131,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.42916666666666664,0.3506518599905405,0.050406795700907864
zeitskalen,131,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.45,0.3354511545727437,0.04838022675512919
zeitskalen,131,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.425,0.30568950608053164,0.045194872344125794
zeitskalen,131,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.42083333333333334,0.3460734123432926,0.049726833952250145
zeitskalen,131,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.44166666666666665,0.3304604218662629,0.04675316653068154
zeitskalen,131,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.4583333333333333,0.30271221914274593,0.04145321938123376
zeitskalen,167,0.15,baseline_ein_zustand,0.525,0.2953766916549055,0.040501275188329744
zeitskalen,167,0.15,zwei_zustaende_l1_s2_a0.25,0.5625,0.3420190187058907,0.04577269229180123
zeitskalen,167,0.15,zwei_zustaende_l1_s2_a0.5,0.5833333333333334,0.36264890003641886,0.04481293976780153
zeitskalen,167,0.15,zwei_zustaende_l1_s2_a0.75,0.5375,0.36080169873923584,0.044619137645817916
zeitskalen,167,0.15,zwei_zustaende_l1_s3.2_a0.25,0.5583333333333333,0.35667874956273793,0.0446982001925752
zeitskalen,167,0.15,zwei_zustaende_l1_s3.2_a0.5,0.5833333333333334,0.3559522045304753,0.04262606224017349
zeitskalen,167,0.15,zwei_zustaende_l1_s3.2_a0.75,0.55,0.3437636913851446,0.04188318854669958
zeitskalen,167,0.15,zwei_zustaende_l1_s4.8_a0.25,0.5458333333333333,0.3512157471952516,0.043925783512770634
zeitskalen,167,0.15,zwei_zustaende_l1_s4.8_a0.5,0.5791666666666667,0.3579611785655362,0.040993757441660714
zeitskalen,167,0.15,zwei_zustaende_l1_s4.8_a0.75,0.5666666666666667,0.3139790070045037,0.03921769622451089
zeitskalen,167,0.15,zwei_zustaende_l1.2_s2_a0.25,0.5625,0.33617922020433305,0.044196041491242004
zeitskalen,167,0.15,zwei_zustaende_l1.2_s2_a0.5,0.5875,0.3601508217075363,0.043913020372911615
zeitskalen,167,0.15,zwei_zustaende_l1.2_s2_a0.75,0.5333333333333333,0.3588008617445853,0.044321588814059155
zeitskalen,167,0.15,zwei_zustaende_l1.2_s3.2_a0.25,0.5666666666666667,0.35051698351854654,0.04318575308886686
zeitskalen,167,0.15,zwei_zustaende_l1.2_s3.2_a0.5,0.5875,0.35373241423990043,0.04177711687754127
zeitskalen,167,0.15,zwei_zustaende_l1.2_s3.2_a0.75,0.5541666666666667,0.3440641025047881,0.041610787671984686
zeitskalen,167,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.5625,0.3468558177869541,0.04243831626830909
zeitskalen,167,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.5875,0.3545886236649447,0.04012040836439754
zeitskalen,167,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.5708333333333333,0.30891838716929526,0.03885548514589711
zeitskalen,167,0.35,baseline_ein_zustand,0.425,0.27065478132201,0.05350768020041755
zeitskalen,167,0.35,zwei_zustaende_l1_s2_a0.25,0.4791666666666667,0.3254456561502244,0.053845097861538904
zeitskalen,167,0.35,zwei_zustaende_l1_s2_a0.5,0.48333333333333334,0.3123101871653178,0.051901129461416826
zeitskalen,167,0.35,zwei_zustaende_l1_s2_a0.75,0.48333333333333334,0.3065251042890929,0.04896356392054497
zeitskalen,167,0.35,zwei_zustaende_l1_s3.2_a0.25,0.475,0.3230555393675881,0.053179607056690774
zeitskalen,167,0.35,zwei_zustaende_l1_s3.2_a0.5,0.49166666666666664,0.31404007021184954,0.05023106537646203
zeitskalen,167,0.35,zwei_zustaende_l1_s3.2_a0.75,0.4375,0.3346132073455632,0.0455118650768088
zeitskalen,167,0.35,zwei_zustaende_l1_s4.8_a0.25,0.4875,0.3222997824078699,0.052783284265082844
zeitskalen,167,0.35,zwei_zustaende_l1_s4.8_a0.5,0.475,0.3268540426337213,0.048985237981199976
zeitskalen,167,0.35,zwei_zustaende_l1_s4.8_a0.75,0.4375,0.3047400627251637,0.04255315445722349
zeitskalen,167,0.35,zwei_zustaende_l1.2_s2_a0.25,0.475,0.3262813885604146,0.05335026262866919
zeitskalen,167,0.35,zwei_zustaende_l1.2_s2_a0.5,0.49166666666666664,0.3127942918753684,0.051509711495297233
zeitskalen,167,0.35,zwei_zustaende_l1.2_s2_a0.75,0.4791666666666667,0.30515502036060427,0.0487158106278838
zeitskalen,167,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.4708333333333333,0.3254990236750688,0.052737590357580987
zeitskalen,167,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.49583333333333335,0.31366284030849795,0.04987822215536884
zeitskalen,167,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.4375,0.3355840073793261,0.0452796821063772
zeitskalen,167,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.48333333333333334,0.32517648002926103,0.052356687849633904
zeitskalen,167,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.4625,0.3268740748161601,0.04863837679148465
zeitskalen,167,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.42916666666666664,0.30359734210352585,0.04222845789348224
zeitskalen,167,0.55,baseline_ein_zustand,0.4083333333333333,0.34824417397841706,0.04743386939110933
zeitskalen,167,0.55,zwei_zustaende_l1_s2_a0.25,0.38333333333333336,0.32273299472615685,0.05059109123900113
zeitskalen,167,0.55,zwei_zustaende_l1_s2_a0.5,0.4125,0.3485381192265981,0.049381163287299155
zeitskalen,167,0.55,zwei_zustaende_l1_s2_a0.75,0.38333333333333336,0.34533411775476175,0.04881047221469444
zeitskalen,167,0.55,zwei_zustaende_l1_s3.2_a0.25,0.3958333333333333,0.33601707061359065,0.04951804508937022
zeitskalen,167,0.55,zwei_zustaende_l1_s3.2_a0.5,0.4,0.3439939580070881,0.04739581089120579
zeitskalen,167,0.55,zwei_zustaende_l1_s3.2_a0.75,0.375,0.322444421665335,0.04585498322120177
zeitskalen,167,0.55,zwei_zustaende_l1_s4.8_a0.25,0.3958333333333333,0.34360497589758887,0.04883760069402031
zeitskalen,167,0.55,zwei_zustaende_l1_s4.8_a0.5,0.4,0.34218670392656614,0.04601141991299331
zeitskalen,167,0.55,zwei_zustaende_l1_s4.8_a0.75,0.37916666666666665,0.29620805515288096,0.04308817776259432
zeitskalen,167,0.55,zwei_zustaende_l1.2_s2_a0.25,0.4,0.33839252813029175,0.04916905926338732
zeitskalen,167,0.55,zwei_zustaende_l1.2_s2_a0.5,0.4083333333333333,0.34461826021975206,0.0484574997170195
zeitskalen,167,0.55,zwei_zustaende_l1.2_s2_a0.75,0.3875,0.3453203022990686,0.04838858239075071
zeitskalen,167,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.3958333333333333,0.34413099540296277,0.04808260813508302
zeitskalen,167,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.4041666666666667,0.34308975612575904,0.04648253807047077
zeitskalen,167,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.375,0.3146525539447873,0.045456947846346504
zeitskalen,167,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.4083333333333333,0.34240957414620943,0.047363323959605366
zeitskalen,167,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.4,0.3438722346347135,0.045066007582068954
zeitskalen,167,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.375,0.28741554343781806,0.04263698761561637
