task,seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse
kontinuitaet,101,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.9541666666666667,1.816127951899425,0.04747820507605344
kontinuitaet,101,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.9166666666666666,1.842801672003551,0.04565574460361844
kontinuitaet,101,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.8791666666666667,1.7027463806803824,0.040479538910003436
kontinuitaet,101,0.35,baseline_ein_zustand,0.9375,1.4316467818300185,0.04334391342824241
kontinuitaet,101,0.35,zwei_zustaende_l1_s2_a0.25,0.9458333333333333,1.3631817356870992,0.046853632037661436
kontinuitaet,101,0.35,zwei_zustaende_l1_s2_a0.5,0.95,1.4070972702178777,0.044923380996797414
kontinuitaet,101,0.35,zwei_zustaende_l1_s2_a0.75,0.9541666666666667,1.4485891351127367,0.04267024919337552
kontinuitaet,101,0.35,zwei_zustaende_l1_s3.2_a0.25,0.95,1.3920525339264853,0.04569844801350667
kontinuitaet,101,0.35,zwei_zustaende_l1_s3.2_a0.5,0.95,1.4613879528386577,0.04249315358583221
kontinuitaet,101,0.35,zwei_zustaende_l1_s3.2_a0.75,0.9708333333333333,1.5129191459132407,0.038721473358603244
kontinuitaet,101,0.35,zwei_zustaende_l1_s4.8_a0.25,0.95,1.4143823190665248,0.044937994442090096
kontinuitaet,101,0.35,zwei_zustaende_l1_s4.8_a0.5,0.9458333333333333,1.5021118642806792,0.040764451394259424
kontinuitaet,101,0.35,zwei_zustaende_l1_s4.8_a0.75,0.9791666666666666,1.5313444170553854,0.03572780908914767
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s2_a0.25,0.9458333333333333,1.3935074432762884,0.04542864472477694
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s2_a0.5,0.95,1.4285057670336383,0.04399628959583913
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s2_a0.75,0.9583333333333334,1.4597721981583305,0.0422176079030031
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.9458333333333333,1.4241272307596708,0.04427608518914697
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.95,1.4835430104641127,0.04158624833133064
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.9708333333333333,1.5217039485502049,0.03834431132699528
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.9458333333333333,1.447281914088751,0.04350096260296925
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.9541666666666667,1.5235726353225238,0.03984742956682329
kontinuitaet,101,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.9791666666666666,1.535107417226514,0.03535154176373962
kontinuitaet,101,0.55,baseline_ein_zustand,0.8833333333333333,0.7635800463133602,0.04625676500813376
kontinuitaet,101,0.55,zwei_zustaende_l1_s2_a0.25,0.8791666666666667,0.7754817628253423,0.04853304539743601
kontinuitaet,101,0.55,zwei_zustaende_l1_s2_a0.5,0.8916666666666667,0.8626427467478925,0.04727221540201149
kontinuitaet,101,0.55,zwei_zustaende_l1_s2_a0.75,0.8708333333333333,0.9795359719490554,0.04623159204313732
kontinuitaet,101,0.55,zwei_zustaende_l1_s3.2_a0.25,0.8791666666666667,0.7713558194589308,0.04754283569452191
kontinuitaet,101,0.55,zwei_zustaende_l1_s3.2_a0.5,0.875,0.8843788018279267,0.04555798497449015
kontinuitaet,101,0.55,zwei_zustaende_l1_s3.2_a0.75,0.8375,1.011053891878604,0.04386965847340322
kontinuitaet,101,0.55,zwei_zustaende_l1_s4.8_a0.25,0.8666666666666667,0.759915716279772,0.04691139302353921
kontinuitaet,101,0.55,zwei_zustaende_l1_s4.8_a0.5,0.8625,0.8972128319955838,0.04450096620931233
kontinuitaet,101,0.55,zwei_zustaende_l1_s4.8_a0.75,0.8083333333333333,1.0515220147983724,0.041964289032492746
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s2_a0.25,0.8916666666666667,0.7890746322306758,0.04742154368618909
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s2_a0.5,0.8875,0.8725934147746016,0.046603381130979074
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s2_a0.75,0.8666666666666667,0.9795405415570777,0.045961515467758875
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.8916666666666667,0.7824010812212359,0.046495769813632876
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.8791666666666667,0.8852954154878517,0.04503478549796882
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.8458333333333333,0.9942327594398394,0.043665514126969514
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.8875,0.7682268146404371,0.045892349467993344
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.8625,0.8926383264517194,0.04403693740889183
kontinuitaet,101,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.7916666666666666,1.0204992526803855,0.04172953160206871
kontinuitaet,131,0.15,baseline_ein_zustand,0.9291666666666667,1.3385091940012035,0.0498985909229057
kontinuitaet,131,0.15,zwei_zustaende_l1_s2_a0.25,0.9416666666666667,1.5546640731042072,0.05271684741377176
kontinuitaet,131,0.15,zwei_zustaende_l1_s2_a0.5,0.95,1.6361165987422222,0.050498586216827575
kontinuitaet,131,0.15,zwei_zustaende_l1_s2_a0.75,0.9416666666666667,1.670144440444249,0.04801203281130037
kontinuitaet,131,0.15,zwei_zustaende_l1_s3.2_a0.25,0.9375,1.5572932021224615,0.051568911618796676
kontinuitaet,131,0.15,zwei_zustaende_l1_s3.2_a0.5,0.9416666666666667,1.6166232800907523,0.04795382122691797
kontinuitaet,131,0.15,zwei_zustaende_l1_s3.2_a0.75,0.9458333333333333,1.6216532191020903,0.04410458401412586
kontinuitaet,131,0.15,zwei_zustaende_l1_s4.8_a0.25,0.9375,1.5575946427258536,0.050781369099723306
kontinuitaet,131,0.15,zwei_zustaende_l1_s4.8_a0.5,0.9333333333333333,1.5965225779658105,0.04614971010884547
kontinuitaet,131,0.15,zwei_zustaende_l1_s4.8_a0.75,0.9375,1.5790906354698886,0.040905340170259194
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s2_a0.25,0.95,1.5202107587091236,0.05136572918267099
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s2_a0.5,0.95,1.6144794678051326,0.04958038316999236
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s2_a0.75,0.9416666666666667,1.6598320609282216,0.04754693476139471
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s3.2_a0.25,0.95,1.520137631105755,0.050229541985118295
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s3.2_a0.5,0.9458333333333333,1.5917080943936381,0.04701085860572092
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s3.2_a0.75,0.9458333333333333,1.6118331757527273,0.043636741685652895
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.9333333333333333,1.5172337117734622,0.04943359807652808
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.9416666666666667,1.5647238701806254,0.045176720664781754
kontinuitaet,131,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.9333333333333333,1.5480062759145126,0.04042573643881115
kontinuitaet,131,0.35,baseline_ein_zustand,0.9333333333333333,0.8098968954958413,0.04872200198903066
kontinuitaet,131,0.35,zwei_zustaende_l1_s2_a0.25,0.9375,0.9391893885852197,0.05171666564258252
kontinuitaet,131,0.35,zwei_zustaende_l1_s2_a0.5,0.9416666666666667,1.0209923061486916,0.05025282941323954
kontinuitaet,131,0.35,zwei_zustaende_l1_s2_a0.75,0.95,1.0904967537906718,0.04870003920816229
kontinuitaet,131,0.35,zwei_zustaende_l1_s3.2_a0.25,0.9375,0.9538836346332853,0.05065577065662095
kontinuitaet,131,0.35,zwei_zustaende_l1_s3.2_a0.5,0.95,1.046328803992839,0.04823769278804165
kontinuitaet,131,0.35,zwei_zustaende_l1_s3.2_a0.75,0.9666666666666667,1.1105162557025905,0.04581998244573653
kontinuitaet,131,0.35,zwei_zustaende_l1_s4.8_a0.25,0.9375,0.9643818333785303,0.04995335972124712
kontinuitaet,131,0.35,zwei_zustaende_l1_s4.8_a0.5,0.95,1.0615160209418948,0.04682446009169267
kontinuitaet,131,0.35,zwei_zustaende_l1_s4.8_a0.75,0.9708333333333333,1.1061928986826501,0.043418780498098275
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s2_a0.25,0.9375,0.929075119077716,0.05047466220717451
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s2_a0.5,0.9416666666666667,1.0155754718140666,0.04948165289878893
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s2_a0.75,0.95,1.0877437117555655,0.04838475159297042
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.9375,0.9405434947874737,0.049461503550216224
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.95,1.0340193309878032,0.04755933847541842
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.9666666666666667,1.1005753329026018,0.04558654447174189
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.9333333333333333,0.9486165285099046,0.04876293531696532
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.95,1.0436366519211697,0.04617279595429779
kontinuitaet,131,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.9708333333333333,1.0910576525121787,0.043148121841890714
kontinuitaet,131,0.55,baseline_ein_zustand,0.9041666666666667,0.9686429465464278,0.04724509645610153
kontinuitaet,131,0.55,zwei_zustaende_l1_s2_a0.25,0.9083333333333333,1.0286573563585528,0.05050167582875494
kontinuitaet,131,0.55,zwei_zustaende_l1_s2_a0.5,0.9083333333333333,1.056958862139559,0.04911942307721722
kontinuitaet,131,0.55,zwei_zustaende_l1_s2_a0.75,0.9083333333333333,1.0880141942402464,0.04781217765293957
kontinuitaet,131,0.55,zwei_zustaende_l1_s3.2_a0.25,0.9083333333333333,1.047125378250083,0.04947757908005411
kontinuitaet,131,0.55,zwei_zustaende_l1_s3.2_a0.5,0.9041666666666667,1.0900279917782842,0.047167232395521626
kontinuitaet,131,0.55,zwei_zustaende_l1_s3.2_a0.75,0.9291666666666667,1.1277068717209573,0.04488780724612695
kontinuitaet,131,0.55,zwei_zustaende_l1_s4.8_a0.25,0.9125,1.066825404617566,0.04884697748941564
kontinuitaet,131,0.55,zwei_zustaende_l1_s4.8_a0.5,0.9125,1.124773011626967,0.045927479707654185
kontinuitaet,131,0.55,zwei_zustaende_l1_s4.8_a0.75,0.9041666666666667,1.147973677552083,0.04247910468429082
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s2_a0.25,0.9125,1.0297608122071327,0.04916619132304148
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s2_a0.5,0.9125,1.0588483037661964,0.04827963295303469
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s2_a0.75,0.9083333333333333,1.0896171694029553,0.04744304350985892
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.9083333333333333,1.046409235509498,0.0481842112313884
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.9125,1.0889910400583265,0.0464177356268109
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.9208333333333333,1.1255777556919957,0.04457706223387665
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.9041666666666667,1.0639544220161326,0.047571549975867045
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.9208333333333333,1.119960313148753,0.045200146462132336
kontinuitaet,131,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.9041666666666667,1.1425952976868503,0.0421514601439646
kontinuitaet,167,0.15,baseline_ein_zustand,0.9333333333333333,1.4532968753144628,0.0494146010645516
kontinuitaet,167,0.15,zwei_zustaende_l1_s2_a0.25,0.9333333333333333,1.4891244737065406,0.054128452056364136
kontinuitaet,167,0.15,zwei_zustaende_l1_s2_a0.5,0.925,1.5438144384786416,0.052962990770293907
kontinuitaet,167,0.15,zwei_zustaende_l1_s2_a0.75,0.9166666666666666,1.465616427646835,0.051959986755515025
kontinuitaet,167,0.15,zwei_zustaende_l1_s3.2_a0.25,0.9291666666666667,1.4859493890811135,0.05320162061299864
kontinuitaet,167,0.15,zwei_zustaende_l1_s3.2_a0.5,0.9125,1.5344204533520975,0.05140468218899245
kontinuitaet,167,0.15,zwei_zustaende_l1_s3.2_a0.75,0.9166666666666666,1.239482332107293,0.050175173978476977
kontinuitaet,167,0.15,zwei_zustaende_l1_s4.8_a0.25,0.9291666666666667,1.4565372515976294,0.05263629405021899
kontinuitaet,167,0.15,zwei_zustaende_l1_s4.8_a0.5,0.9,1.4202613082646827,0.050580669315356507
kontinuitaet,167,0.15,zwei_zustaende_l1_s4.8_a0.75,0.9,1.0146823191822663,0.04907908483606164
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s2_a0.25,0.9375,1.5273109282842177,0.05284855166751203
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s2_a0.5,0.9291666666666667,1.5730122448255657,0.0522831328169996
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s2_a0.75,0.9166666666666666,1.460439642029765,0.05175285236081873
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s3.2_a0.25,0.9333333333333333,1.5272840623670483,0.0519406675581316
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s3.2_a0.5,0.9166666666666666,1.5198727071897475,0.05078874264383716
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s3.2_a0.75,0.9208333333333333,1.2315430888745575,0.04999193071197464
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.9375,1.500371930134865,0.051355169269674365
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.9125,1.4036430781126334,0.04993051898687774
kontinuitaet,167,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.9,1.0068840988765468,0.048894614468589816
kontinuitaet,167,0.35,baseline_ein_zustand,0.9625,1.1666747676981088,0.04203943234384808
kontinuitaet,167,0.35,zwei_zustaende_l1_s2_a0.25,0.95,1.0100724374481815,0.0457867472918861
kontinuitaet,167,0.35,zwei_zustaende_l1_s2_a0.5,0.9416666666666667,0.9073709741167005,0.0453665912228435
kontinuitaet,167,0.35,zwei_zustaende_l1_s2_a0.75,0.95,0.8164633512166465,0.04570932654428322
kontinuitaet,167,0.35,zwei_zustaende_l1_s3.2_a0.25,0.95,1.0063807650291372,0.044726064521532057
kontinuitaet,167,0.35,zwei_zustaende_l1_s3.2_a0.5,0.9458333333333333,0.8853257218824258,0.04377697957687875
kontinuitaet,167,0.35,zwei_zustaende_l1_s3.2_a0.75,0.95,0.7669535378458291,0.04425650205777486
kontinuitaet,167,0.35,zwei_zustaende_l1_s4.8_a0.25,0.95,1.0091790334821253,0.043969812098950796
kontinuitaet,167,0.35,zwei_zustaende_l1_s4.8_a0.5,0.9375,0.8701158368756822,0.04267324851499768
kontinuitaet,167,0.35,zwei_zustaende_l1_s4.8_a0.75,0.9458333333333333,0.7256776562802759,0.04304570607534119
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s2_a0.25,0.95,1.0290215414979567,0.04456851642925672
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s2_a0.5,0.95,0.9159218843262612,0.04469308284860195
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s2_a0.75,0.95,0.8167730634446505,0.04547111897417919
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.9458333333333333,1.0242748325885043,0.0435032387439826
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.95,0.8913913695404992,0.04316763674809625
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.95,0.7646343509444976,0.04413502293169586
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.9458333333333333,1.025141112833854,0.04273234310012741
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.9458333333333333,0.8748896811767972,0.042084872168315364
kontinuitaet,167,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.9375,0.7199644438022307,0.042932444965109416
kontinuitaet,167,0.55,baseline_ein_zustand,0.8458333333333333,0.9597322839807979,0.04928435116694103
kontinuitaet,167,0.55,zwei_zustaende_l1_s2_a0.25,0.8791666666666667,1.0285836034025349,0.05125319710878529
kontinuitaet,167,0.55,zwei_zustaende_l1_s2_a0.5,0.875,1.0214549628353524,0.049322664205180056
kontinuitaet,167,0.55,zwei_zustaende_l1_s2_a0.75,0.8791666666666667,0.993261955916941,0.04757855610319698
kontinuitaet,167,0.55,zwei_zustaende_l1_s3.2_a0.25,0.8791666666666667,1.0251726533428318,0.05030959627927828
kontinuitaet,167,0.55,zwei_zustaende_l1_s3.2_a0.5,0.875,1.0069413593134353,0.04743612340856249
kontinuitaet,167,0.55,zwei_zustaende_l1_s3.2_a0.75,0.875,0.9733809297903269,0.044680580055941395
kontinuitaet,167,0.55,zwei_zustaende_l1_s4.8_a0.25,0.8791666666666667,1.0286306481265985,0.049687491002173956
kontinuitaet,167,0.55,zwei_zustaende_l1_s4.8_a0.5,0.8666666666666667,1.0006780493271386,0.04608033303060499
kontinuitaet,167,0.55,zwei_zustaende_l1_s4.8_a0.75,0.8458333333333333,0.9515616759820182,0.0420542062695799
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s2_a0.25,0.875,1.0073654243976344,0.05026987206741509
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s2_a0.5,0.875,1.0086615163008528,0.04871051186088508
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s2_a0.75,0.8833333333333333,0.991268120869197,0.04723418878368532
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.8791666666666667,1.001403779560037,0.049337247810296955
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.8791666666666667,0.9928868840120774,0.046807919259841194
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.8708333333333333,0.9717729332306583,0.04429470134491727
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.8708333333333333,1.0021066334253903,0.048700856892106674
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.8708333333333333,0.9818228513479199,0.045381413987925126
kontinuitaet,167,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.8416666666666667,0.9487096366044231,0.04157186288298057
zeitskalen,101,0.15,baseline_ein_zustand,0.45416666666666666,0.22398077757740348,0.05112672361279668
zeitskalen,101,0.15,zwei_zustaende_l1_s2_a0.25,0.5416666666666666,0.2475304278027711,0.04908975643141257
zeitskalen,101,0.15,zwei_zustaende_l1_s2_a0.5,0.5875,0.33466302818951965,0.04421530098042534
zeitskalen,101,0.15,zwei_zustaende_l1_s2_a0.75,0.575,0.3845370032305672,0.040306761175036385
zeitskalen,101,0.15,zwei_zustaende_l1_s3.2_a0.25,0.5416666666666666,0.25634709654403476,0.04816305532587347
zeitskalen,101,0.15,zwei_zustaende_l1_s3.2_a0.5,0.5916666666666667,0.3950710975492097,0.041859847755661435
zeitskalen,101,0.15,zwei_zustaende_l1_s3.2_a0.75,0.5916666666666667,0.44492180855782953,0.036420093203302764
zeitskalen,101,0.15,zwei_zustaende_l1_s4.8_a0.25,0.5333333333333333,0.275133740388939,0.04757823914322817
zeitskalen,101,0.15,zwei_zustaende_l1_s4.8_a0.5,0.6,0.41246078228636907,0.04023213424074268
zeitskalen,101,0.15,zwei_zustaende_l1_s4.8_a0.75,0.5833333333333334,0.4757481669441792,0.0333356114075466
zeitskalen,101,0.15,zwei_zustaende_l1.2_s2_a0.25,0.5041666666666667,0.23325660366677523,0.048758679367665904
zeitskalen,101,0.15,zwei_zustaende_l1.2_s2_a0.5,0.575,0.3273158811499425,0.04367717460280411
zeitskalen,101,0.15,zwei_zustaende_l1.2_s2_a0.75,0.575,0.3828799969315446,0.039839149675238404
zeitskalen,101,0.15,zwei_zustaende_l1.2_s3.2_a0.25,0.5125,0.2469650288661767,0.047922524878232495
zeitskalen,101,0.15,zwei_zustaende_l1.2_s3.2_a0.5,0.5875,0.3971687755704013,0.041414557119192154
zeitskalen,101,0.15,zwei_zustaende_l1.2_s3.2_a0.75,0.5916666666666667,0.44433305525636635,0.036044121825379256
zeitskalen,101,0.15,zwei_zustaende_l1.2_s4.8_a0.25,0.5125,0.2670237815411285,0.04737373440775594
zeitskalen,101,0.15,zwei_zustaende_l1.2_s4.8_a0.5,0.5833333333333334,0.42087649594609544,0.03985940385983013
zeitskalen,101,0.15,zwei_zustaende_l1.2_s4.8_a0.75,0.5875,0.46392595257964314,0.03302697009870346
zeitskalen,101,0.35,baseline_ein_zustand,0.3875,0.36967148351536316,0.04921773801703164
zeitskalen,101,0.35,zwei_zustaende_l1_s2_a0.25,0.4041666666666667,0.37039533180264633,0.0500709765414899
zeitskalen,101,0.35,zwei_zustaende_l1_s2_a0.5,0.42083333333333334,0.32823162363809655,0.0490899872464783
zeitskalen,101,0.35,zwei_zustaende_l1_s2_a0.75,0.4083333333333333,0.3018683515968233,0.04857181958026978
zeitskalen,101,0.35,zwei_zustaende_l1_s3.2_a0.25,0.3958333333333333,0.3707818749509888,0.04921406777766134
zeitskalen,101,0.35,zwei_zustaende_l1_s3.2_a0.5,0.42083333333333334,0.32777363303723367,0.047505219844591676
zeitskalen,101,0.35,zwei_zustaende_l1_s3.2_a0.75,0.42083333333333334,0.3131183904195508,0.04552316381077651
zeitskalen,101,0.35,zwei_zustaende_l1_s4.8_a0.25,0.4041666666666667,0.3705967473460173,0.04867936357335649
zeitskalen,101,0.35,zwei_zustaende_l1_s4.8_a0.5,0.4125,0.3273391413861239,0.046227459218708966
zeitskalen,101,0.35,zwei_zustaende_l1_s4.8_a0.75,0.4375,0.30962169590233474,0.04263491868829563
zeitskalen,101,0.35,zwei_zustaende_l1.2_s2_a0.25,0.4,0.3798121896045093,0.04921224481497528
zeitskalen,101,0.35,zwei_zustaende_l1.2_s2_a0.5,0.42083333333333334,0.3309981533017817,0.048505601130586565
zeitskalen,101,0.35,zwei_zustaende_l1.2_s2_a0.75,0.4083333333333333,0.30118137551516094,0.04820776062220455
zeitskalen,101,0.35,zwei_zustaende_l1.2_s3.2_a0.25,0.42083333333333334,0.37976041597609783,0.04840100065382507
zeitskalen,101,0.35,zwei_zustaende_l1.2_s3.2_a0.5,0.42083333333333334,0.3284330210381831,0.04686951713345847
zeitskalen,101,0.35,zwei_zustaende_l1.2_s3.2_a0.75,0.425,0.3127488891776288,0.045113538180244744
zeitskalen,101,0.35,zwei_zustaende_l1.2_s4.8_a0.25,0.425,0.3784756200211723,0.04787015985025407
zeitskalen,101,0.35,zwei_zustaende_l1.2_s4.8_a0.5,0.4125,0.3272803028000668,0.04552667747179086
zeitskalen,101,0.35,zwei_zustaende_l1.2_s4.8_a0.75,0.43333333333333335,0.3078951560567963,0.04211163399686628
zeitskalen,101,0.55,baseline_ein_zustand,0.3875,0.3084937344519611,0.048400137808654695
zeitskalen,101,0.55,zwei_zustaende_l1_s2_a0.25,0.3875,0.3960662742826152,0.05036868470779985
zeitskalen,101,0.55,zwei_zustaende_l1_s2_a0.5,0.4125,0.41227099665419864,0.048891733356932594
zeitskalen,101,0.55,zwei_zustaende_l1_s2_a0.75,0.4166666666666667,0.4070503523818753,0.04818061736472282
zeitskalen,101,0.55,zwei_zustaende_l1_s3.2_a0.25,0.3875,0.40186996338927555,0.04934280292990294
zeitskalen,101,0.55,zwei_zustaende_l1_s3.2_a0.5,0.4083333333333333,0.40756943425683034,0.04690585498074742
zeitskalen,101,0.55,zwei_zustaende_l1_s3.2_a0.75,0.3958333333333333,0.38173043346162416,0.04545004058051697
zeitskalen,101,0.55,zwei_zustaende_l1_s4.8_a0.25,0.38333333333333336,0.4006591700930056,0.04872376579850384
zeitskalen,101,0.55,zwei_zustaende_l1_s4.8_a0.5,0.4041666666666667,0.40884607042902743,0.04559574280858947
zeitskalen,101,0.55,zwei_zustaende_l1_s4.8_a0.75,0.4125,0.36676307989310525,0.0429903952924045
zeitskalen,101,0.55,zwei_zustaende_l1.2_s2_a0.25,0.3958333333333333,0.39703497651071074,0.04911742833768254
zeitskalen,101,0.55,zwei_zustaende_l1.2_s2_a0.5,0.4125,0.4118098307680891,0.048041010391354624
zeitskalen,101,0.55,zwei_zustaende_l1.2_s2_a0.75,0.4166666666666667,0.40411684495730077,0.04779974084755494
zeitskalen,101,0.55,zwei_zustaende_l1.2_s3.2_a0.25,0.3875,0.4035186809011091,0.04808534146971111
zeitskalen,101,0.55,zwei_zustaende_l1.2_s3.2_a0.5,0.4083333333333333,0.4077277513937247,0.04603970878626795
zeitskalen,101,0.55,zwei_zustaende_l1.2_s3.2_a0.75,0.4,0.3827895158762154,0.04507135063479356
zeitskalen,101,0.55,zwei_zustaende_l1.2_s4.8_a0.25,0.3875,0.3996317934727727,0.0474464477553394
zeitskalen,101,0.55,zwei_zustaende_l1.2_s4.8_a0.5,0.4166666666666667,0.3933390851943969,0.044685148704197195
zeitskalen,101,0.55,zwei_zustaende_l1.2_s4.8_a0.75,0.4083333333333333,0.3710430396220662,0.0425210885402824
zeitskalen,131,0.15,baseline_ein_zustand,0.5416666666666666,0.36247365126066294,0.04435012191224997
zeitskalen,131,0.15,zwei_zustaende_l1_s2_a0.25,0.6,0.29864586219381006,0.04652586285049807
