task,seed,noise_sigma,readout,event_activity,accuracy,separability_ratio,repeatability_rmse
zeitskalen,577,0.35,ereignis_t0.2_l0,11.147916666666667,0.21666666666666667,0.19282673389991542,0.47402128702786706
zeitskalen,577,0.35,ereignis_t0.2_l0.8,11.147916666666667,0.225,0.3003865247529961,0.253896148970179
zeitskalen,577,0.35,ereignis_t0.2_l1.6,11.147916666666667,0.24583333333333332,0.3146186276035898,0.17723510371568932
zeitskalen,577,0.35,ereignis_t0.2_l3.2,11.147916666666667,0.20833333333333334,0.32341214596271195,0.12281348735653684
zeitskalen,577,0.55,mittelwert_steigung,nan,0.39166666666666666,0.40509263573578835,0.051202235494206966
zeitskalen,577,0.55,mittelwert_steigung_normiert,nan,0.3875,0.36560261232317415,0.04757938861517898
zeitskalen,577,0.55,ereignis_t0.05_l0,126.08541666666667,0.275,0.3272146057660552,2.921127541055185
zeitskalen,577,0.55,ereignis_t0.05_l0.8,126.08541666666667,0.30416666666666664,0.22914138790274224,1.6094999621868806
zeitskalen,577,0.55,ereignis_t0.05_l1.6,126.08541666666667,0.30416666666666664,0.3871582458934467,1.1078793270596425
zeitskalen,577,0.55,ereignis_t0.05_l3.2,126.08541666666667,0.32916666666666666,0.41248371877500806,0.737396714085573
zeitskalen,577,0.55,ereignis_t0.1_l0,43.25416666666666,0.2833333333333333,0.23375097436463335,1.2372439409608942
zeitskalen,577,0.55,ereignis_t0.1_l0.8,43.25416666666666,0.29583333333333334,0.29369469229012823,0.6863610054814502
zeitskalen,577,0.55,ereignis_t0.1_l1.6,43.25416666666666,0.31666666666666665,0.3914531414553143,0.494002594165223
zeitskalen,577,0.55,ereignis_t0.1_l3.2,43.25416666666666,0.2791666666666667,0.38914597845085364,0.3535928175328328
zeitskalen,577,0.55,ereignis_t0.2_l0,13.097916666666666,0.21666666666666667,0.23428213497707268,0.542467356928814
zeitskalen,577,0.55,ereignis_t0.2_l0.8,13.097916666666666,0.25,0.2581692072044501,0.3022786205348329
zeitskalen,577,0.55,ereignis_t0.2_l1.6,13.097916666666666,0.275,0.20756566967968396,0.2231200988632627
zeitskalen,577,0.55,ereignis_t0.2_l3.2,13.097916666666666,0.275,0.24960657228462022,0.1665306356637358
adaptation,503,0.15,mittelwert_steigung,nan,0.8208333333333333,0.25409699328065677,0.03445742945327959
adaptation,503,0.15,mittelwert_steigung_normiert,nan,0.8,0.28852000945770473,0.028664384397216833
adaptation,503,0.15,ereignis_t0.05_l0,47.74791666666667,0.6541666666666667,0.18620314474700775,1.3392447083669545
adaptation,503,0.15,ereignis_t0.05_l0.8,47.74791666666667,0.6291666666666667,0.2608011114242971,0.5404381675961872
adaptation,503,0.15,ereignis_t0.05_l1.6,47.74791666666667,0.675,0.3798900280691008,0.31048696732480596
adaptation,503,0.15,ereignis_t0.05_l3.2,47.74791666666667,0.6166666666666667,0.3931075673102923,0.2032470619333632
adaptation,503,0.15,ereignis_t0.1_l0,18.237499999999997,0.5916666666666667,0.36225304093083693,0.6072478900745559
adaptation,503,0.15,ereignis_t0.1_l0.8,18.237499999999997,0.5333333333333333,0.4135079139236855,0.25399043447457587
adaptation,503,0.15,ereignis_t0.1_l1.6,18.237499999999997,0.5375,0.35886664776047317,0.16057921973577763
adaptation,503,0.15,ereignis_t0.1_l3.2,18.237499999999997,0.49166666666666664,0.3345137294427539,0.11599254776583101
adaptation,503,0.15,ereignis_t0.2_l0,6.047916666666667,0.3541666666666667,0.27764986222967647,0.2786531346395451
adaptation,503,0.15,ereignis_t0.2_l0.8,6.047916666666667,0.3125,0.19059850241014356,0.1322664126132063
adaptation,503,0.15,ereignis_t0.2_l1.6,6.047916666666667,0.35,0.10586078511254218,0.09602299059706737
adaptation,503,0.15,ereignis_t0.2_l3.2,6.047916666666667,0.29583333333333334,0.02195278401931573,0.07425946156836961
adaptation,503,0.35,mittelwert_steigung,nan,0.7666666666666667,0.3743277843612471,0.04354246625769885
adaptation,503,0.35,mittelwert_steigung_normiert,nan,0.6958333333333333,0.4274425662434106,0.03688390537406589
adaptation,503,0.35,ereignis_t0.05_l0,71.54166666666666,0.43333333333333335,0.3492229861006016,1.9229967932023877
adaptation,503,0.35,ereignis_t0.05_l0.8,71.54166666666666,0.5083333333333333,0.3581177805067638,0.8557340714869058
adaptation,503,0.35,ereignis_t0.05_l1.6,71.54166666666666,0.5875,0.3842691264237989,0.5137595624380792
adaptation,503,0.35,ereignis_t0.05_l3.2,71.54166666666666,0.525,0.3376750681567184,0.3231997240481217
adaptation,503,0.35,ereignis_t0.1_l0,26.09375,0.49166666666666664,0.3568060090565872,0.8249052975948209
adaptation,503,0.35,ereignis_t0.1_l0.8,26.09375,0.49583333333333335,0.36351772000138916,0.3647256581240628
adaptation,503,0.35,ereignis_t0.1_l1.6,26.09375,0.5666666666666667,0.297170837294431,0.23026331209520237
adaptation,503,0.35,ereignis_t0.1_l3.2,26.09375,0.5416666666666666,0.34070002087457035,0.16078467191339013
adaptation,503,0.35,ereignis_t0.2_l0,8.308333333333334,0.42916666666666664,0.30288401291477235,0.366808684617896
adaptation,503,0.35,ereignis_t0.2_l0.8,8.308333333333334,0.3625,0.32020390761929346,0.1718515181208512
adaptation,503,0.35,ereignis_t0.2_l1.6,8.308333333333334,0.30833333333333335,0.28629273096055513,0.1215981155488548
adaptation,503,0.35,ereignis_t0.2_l3.2,8.308333333333334,0.2708333333333333,0.21281767875529065,0.09286111212166172
adaptation,503,0.55,mittelwert_steigung,nan,0.75,0.3076818858148557,0.04129802710262994
adaptation,503,0.55,mittelwert_steigung_normiert,nan,0.7083333333333334,0.3529148499268397,0.03532819087819716
adaptation,503,0.55,ereignis_t0.05_l0,88.3875,0.38333333333333336,0.17761829464071918,2.3544063299835623
adaptation,503,0.55,ereignis_t0.05_l0.8,88.3875,0.425,0.18459515482074715,1.1485865763223269
adaptation,503,0.55,ereignis_t0.05_l1.6,88.3875,0.45,0.2313649088589387,0.7330453106150168
adaptation,503,0.55,ereignis_t0.05_l3.2,88.3875,0.425,0.24204527931718245,0.47493534829034456
adaptation,503,0.55,ereignis_t0.1_l0,31.320833333333333,0.35833333333333334,0.2314951276828382,1.0174049573410886
adaptation,503,0.55,ereignis_t0.1_l0.8,31.320833333333333,0.42083333333333334,0.23057217798705043,0.47826870658572285
adaptation,503,0.55,ereignis_t0.1_l1.6,31.320833333333333,0.45416666666666666,0.2382874753647355,0.30790062105383503
adaptation,503,0.55,ereignis_t0.1_l3.2,31.320833333333333,0.38333333333333336,0.23335478308082958,0.21219669740887998
adaptation,503,0.55,ereignis_t0.2_l0,9.420833333333334,0.22083333333333333,0.2537922239633051,0.41734320076194154
adaptation,503,0.55,ereignis_t0.2_l0.8,9.420833333333334,0.17083333333333334,0.18837373094578444,0.2035449706581347
adaptation,503,0.55,ereignis_t0.2_l1.6,9.420833333333334,0.23333333333333334,0.09628517181379914,0.1412257431230197
adaptation,503,0.55,ereignis_t0.2_l3.2,9.420833333333334,0.24583333333333332,0.12377680600599394,0.10229688717767894
adaptation,541,0.15,mittelwert_steigung,nan,0.8375,0.2855221532102245,0.03789474318845761
adaptation,541,0.15,mittelwert_steigung_normiert,nan,0.8333333333333334,0.2930507451495853,0.030704513901402598
adaptation,541,0.15,ereignis_t0.05_l0,48.514583333333334,0.6333333333333333,0.19380240476172353,1.419039067467841
adaptation,541,0.15,ereignis_t0.05_l0.8,48.514583333333334,0.6291666666666667,0.22828007993614657,0.5923478364539977
adaptation,541,0.15,ereignis_t0.05_l1.6,48.514583333333334,0.6833333333333333,0.28365859998613935,0.3461272770855554
adaptation,541,0.15,ereignis_t0.05_l3.2,48.514583333333334,0.6083333333333333,0.33773195032610104,0.21903829080112355
adaptation,541,0.15,ereignis_t0.1_l0,18.33125,0.6,0.2643678437384674,0.6092815099224113
adaptation,541,0.15,ereignis_t0.1_l0.8,18.33125,0.5458333333333333,0.2244718110563928,0.2630311135136086
adaptation,541,0.15,ereignis_t0.1_l1.6,18.33125,0.5625,0.2145916159669662,0.1675483123522204
adaptation,541,0.15,ereignis_t0.1_l3.2,18.33125,0.5083333333333333,0.21521943804537833,0.1164015514672358
adaptation,541,0.15,ereignis_t0.2_l0,6.191666666666666,0.425,0.21693959203759003,0.3007513738769765
adaptation,541,0.15,ereignis_t0.2_l0.8,6.191666666666666,0.35833333333333334,0.20409641498648623,0.14635562852876255
adaptation,541,0.15,ereignis_t0.2_l1.6,6.191666666666666,0.32916666666666666,0.09113440218023333,0.10265064009472125
adaptation,541,0.15,ereignis_t0.2_l3.2,6.191666666666666,0.30833333333333335,0.011823943115520404,0.07292131236411703
adaptation,541,0.35,mittelwert_steigung,nan,0.8166666666666667,0.4064883895496721,0.03842542716398853
adaptation,541,0.35,mittelwert_steigung_normiert,nan,0.7875,0.4273476849311014,0.03270478902760161
adaptation,541,0.35,ereignis_t0.05_l0,69.34375,0.525,0.19621236282488683,1.6944174064327309
adaptation,541,0.35,ereignis_t0.05_l0.8,69.34375,0.5916666666666667,0.16626862028041922,0.7320246202616434
adaptation,541,0.35,ereignis_t0.05_l1.6,69.34375,0.625,0.22800707919026691,0.4239530889503514
adaptation,541,0.35,ereignis_t0.05_l3.2,69.34375,0.55,0.303708262683072,0.2665305127870173
adaptation,541,0.35,ereignis_t0.1_l0,25.272916666666667,0.5583333333333333,0.2568523705435587,0.7721553977881224
adaptation,541,0.35,ereignis_t0.1_l0.8,25.272916666666667,0.6,0.2980516730476921,0.3363131982611073
adaptation,541,0.35,ereignis_t0.1_l1.6,25.272916666666667,0.5916666666666667,0.39617129224886216,0.20679963021773112
adaptation,541,0.35,ereignis_t0.1_l3.2,25.272916666666667,0.5208333333333334,0.42000849281306163,0.14237663512178267
adaptation,541,0.35,ereignis_t0.2_l0,8.120833333333334,0.39166666666666666,0.2945823884106869,0.3442231592053814
adaptation,541,0.35,ereignis_t0.2_l0.8,8.120833333333334,0.3541666666666667,0.21433150917166735,0.16030303317636208
adaptation,541,0.35,ereignis_t0.2_l1.6,8.120833333333334,0.3625,0.1979781957680173,0.11290773260460424
adaptation,541,0.35,ereignis_t0.2_l3.2,8.120833333333334,0.31666666666666665,0.09350528539337029,0.08710204090602659
adaptation,541,0.55,mittelwert_steigung,nan,0.7666666666666667,0.2292977673740757,0.043246554633689684
adaptation,541,0.55,mittelwert_steigung_normiert,nan,0.7125,0.2144576246774945,0.03783676879151788
adaptation,541,0.55,ereignis_t0.05_l0,86.61875,0.4125,0.3123307514062022,2.0845517270573493
adaptation,541,0.55,ereignis_t0.05_l0.8,86.61875,0.4666666666666667,0.3210902809828406,1.0304863919501561
adaptation,541,0.55,ereignis_t0.05_l1.6,86.61875,0.48333333333333334,0.35073419196190053,0.6744302633817789
adaptation,541,0.55,ereignis_t0.05_l3.2,86.61875,0.4375,0.3918607128683638,0.44605468838367024
adaptation,541,0.55,ereignis_t0.1_l0,30.53333333333333,0.37083333333333335,0.2166633897951437,0.8954941218244943
adaptation,541,0.55,ereignis_t0.1_l0.8,30.53333333333333,0.44166666666666665,0.21386017433468216,0.432802008245898
adaptation,541,0.55,ereignis_t0.1_l1.6,30.53333333333333,0.49166666666666664,0.25160625667140607,0.2897747945466549
adaptation,541,0.55,ereignis_t0.1_l3.2,30.53333333333333,0.4,0.32032045153862526,0.20228786419688097
adaptation,541,0.55,ereignis_t0.2_l0,9.145833333333334,0.2833333333333333,0.29220532070651517,0.38914302212254387
adaptation,541,0.55,ereignis_t0.2_l0.8,9.145833333333334,0.225,0.256984556997896,0.1907486768109836
adaptation,541,0.55,ereignis_t0.2_l1.6,9.145833333333334,0.18333333333333332,0.32659243883196065,0.13345334980943738
adaptation,541,0.55,ereignis_t0.2_l3.2,9.145833333333334,0.22916666666666666,0.29024277737914655,0.09804789224654162
adaptation,577,0.15,mittelwert_steigung,nan,0.8166666666666667,0.3188542387666004,0.042404723707889974
adaptation,577,0.15,mittelwert_steigung_normiert,nan,0.7791666666666667,0.21675360851369105,0.03601849124418169
adaptation,577,0.15,ereignis_t0.05_l0,49.48958333333333,0.7291666666666666,0.3143213890649021,1.298637106097517
adaptation,577,0.15,ereignis_t0.05_l0.8,49.48958333333333,0.6583333333333333,0.24228970259071536,0.5497433348172771
adaptation,577,0.15,ereignis_t0.05_l1.6,49.48958333333333,0.7125,0.28281560163576297,0.33496401580597446
adaptation,577,0.15,ereignis_t0.05_l3.2,49.48958333333333,0.6333333333333333,0.3412873478912163,0.2224738731591846
adaptation,577,0.15,ereignis_t0.1_l0,18.804166666666667,0.6625,0.3834676912376691,0.5707344804917802
adaptation,577,0.15,ereignis_t0.1_l0.8,18.804166666666667,0.5541666666666667,0.3353875528703606,0.2570431537221483
adaptation,577,0.15,ereignis_t0.1_l1.6,18.804166666666667,0.6166666666666667,0.2646959755698321,0.1751806352827818
adaptation,577,0.15,ereignis_t0.1_l3.2,18.804166666666667,0.5166666666666667,0.18591360718681565,0.12861847646801775
adaptation,577,0.15,ereignis_t0.2_l0,6.4,0.3541666666666667,0.34327556150977667,0.284205153796416
adaptation,577,0.15,ereignis_t0.2_l0.8,6.4,0.2916666666666667,0.211427250803195,0.1429730298457438
adaptation,577,0.15,ereignis_t0.2_l1.6,6.4,0.30416666666666664,0.09335195251557095,0.10784622562562847
adaptation,577,0.15,ereignis_t0.2_l3.2,6.4,0.2916666666666667,0.011959993132381356,0.08643623602115177
adaptation,577,0.35,mittelwert_steigung,nan,0.8333333333333334,0.29974577569741373,0.04353327965768993
adaptation,577,0.35,mittelwert_steigung_normiert,nan,0.8041666666666667,0.3534182942296642,0.03636678259073409
adaptation,577,0.35,ereignis_t0.05_l0,71.27083333333334,0.4666666666666667,0.25617737508312993,2.0577702502412114
adaptation,577,0.35,ereignis_t0.05_l0.8,71.27083333333334,0.5208333333333334,0.21338737327313553,0.9672076074120289
adaptation,577,0.35,ereignis_t0.05_l1.6,71.27083333333334,0.5916666666666667,0.32608401872948606,0.5961510687505985
adaptation,577,0.35,ereignis_t0.05_l3.2,71.27083333333334,0.5458333333333333,0.43339634363169377,0.3732998338024231
adaptation,577,0.35,ereignis_t0.1_l0,25.772916666666667,0.4666666666666667,0.40917163043127214,0.8470485933194414
adaptation,577,0.35,ereignis_t0.1_l0.8,25.772916666666667,0.4666666666666667,0.42689710218109844,0.3869077546329456
adaptation,577,0.35,ereignis_t0.1_l1.6,25.772916666666667,0.48333333333333334,0.41238920083039565,0.24799436527831792
adaptation,577,0.35,ereignis_t0.1_l3.2,25.772916666666667,0.4,0.38050492687715265,0.17044812981756602
adaptation,577,0.35,ereignis_t0.2_l0,8.314583333333333,0.3125,0.2874658060574936,0.38199494615621404
adaptation,577,0.35,ereignis_t0.2_l0.8,8.314583333333333,0.32083333333333336,0.27834576648948717,0.17750782355832787
adaptation,577,0.35,ereignis_t0.2_l1.6,8.314583333333333,0.25833333333333336,0.2283579101944296,0.12295443209300302
adaptation,577,0.35,ereignis_t0.2_l3.2,8.314583333333333,0.24583333333333332,0.19731052373695637,0.09317141929940478
adaptation,577,0.55,mittelwert_steigung,nan,0.7791666666666667,0.5689526169382633,0.04096229163956681
adaptation,577,0.55,mittelwert_steigung_normiert,nan,0.7041666666666667,0.6049354940295916,0.035396354677186534
adaptation,577,0.55,ereignis_t0.05_l0,87.88333333333333,0.425,0.2200051322468542,1.9895887870780402
adaptation,577,0.55,ereignis_t0.05_l0.8,87.88333333333333,0.4708333333333333,0.2020970120027783,0.96242913408918
adaptation,577,0.55,ereignis_t0.05_l1.6,87.88333333333333,0.4791666666666667,0.24256121561911165,0.6365711800490176
adaptation,577,0.55,ereignis_t0.05_l3.2,87.88333333333333,0.4625,0.26602848039243,0.43963446471810336
adaptation,577,0.55,ereignis_t0.1_l0,30.770833333333336,0.425,0.16731735701002695,0.850423709753621
adaptation,577,0.55,ereignis_t0.1_l0.8,30.770833333333336,0.4666666666666667,0.26180710470884616,0.4016115280055226
adaptation,577,0.55,ereignis_t0.1_l1.6,30.770833333333336,0.45,0.3690624431642633,0.2742873814360801
adaptation,577,0.55,ereignis_t0.1_l3.2,30.770833333333336,0.39166666666666666,0.38954054079557243,0.20334682255752332
adaptation,577,0.55,ereignis_t0.2_l0,9.306249999999999,0.2916666666666667,0.13821514548435315,0.3954493751838955
adaptation,577,0.55,ereignis_t0.2_l0.8,9.306249999999999,0.3,0.16490159086624484,0.1872713913960285
adaptation,577,0.55,ereignis_t0.2_l1.6,9.306249999999999,0.20833333333333334,0.18036629267865684,0.1327296779309331
adaptation,577,0.55,ereignis_t0.2_l3.2,9.306249999999999,0.2,0.11621342951093445,0.10272269655239737
