task,seed,noise_sigma,readout,event_activity,accuracy,separability_ratio,repeatability_rmse
kontinuitaet,577,0.15,ereignis_t0.05_l0.8,66.58958333333334,0.9208333333333333,1.386943289642105,0.7266097813953796
kontinuitaet,577,0.15,ereignis_t0.05_l1.6,66.58958333333334,0.8791666666666667,1.1815986359326094,0.4564259339977585
kontinuitaet,577,0.15,ereignis_t0.05_l3.2,66.58958333333334,0.8375,0.6707502353500414,0.3063089368444411
kontinuitaet,577,0.15,ereignis_t0.1_l0,26.61875,0.825,0.9016076833401117,0.7755766224056926
kontinuitaet,577,0.15,ereignis_t0.1_l0.8,26.61875,0.8875,1.2845370440001025,0.3438891348748198
kontinuitaet,577,0.15,ereignis_t0.1_l1.6,26.61875,0.85,1.2748614180381281,0.22344577062008394
kontinuitaet,577,0.15,ereignis_t0.1_l3.2,26.61875,0.75,0.7039131493791074,0.1614870852167077
kontinuitaet,577,0.15,ereignis_t0.2_l0,9.416666666666668,0.7041666666666667,0.583609037476243,0.3677540693936038
kontinuitaet,577,0.15,ereignis_t0.2_l0.8,9.416666666666668,0.7416666666666667,0.8453504746542909,0.17210015770872686
kontinuitaet,577,0.15,ereignis_t0.2_l1.6,9.416666666666668,0.6791666666666667,0.4710981577998953,0.11851192657205144
kontinuitaet,577,0.15,ereignis_t0.2_l3.2,9.416666666666668,0.55,0.394154096657508,0.09060692710152284
kontinuitaet,577,0.35,mittelwert_steigung,nan,0.9291666666666667,0.9780679410990675,0.05017732981634592
kontinuitaet,577,0.35,mittelwert_steigung_normiert,nan,0.9,1.076792366076743,0.04465339708373756
kontinuitaet,577,0.35,ereignis_t0.05_l0,88.46041666666667,0.6416666666666667,0.6673477599140412,1.976840738541058
kontinuitaet,577,0.35,ereignis_t0.05_l0.8,88.46041666666667,0.7541666666666667,0.8403396295768865,0.9868019996054962
kontinuitaet,577,0.35,ereignis_t0.05_l1.6,88.46041666666667,0.7708333333333334,0.7998083687023615,0.6644405037503859
kontinuitaet,577,0.35,ereignis_t0.05_l3.2,88.46041666666667,0.7291666666666666,0.6518339177815203,0.45166296915124665
kontinuitaet,577,0.35,ereignis_t0.1_l0,32.675,0.6625,0.8117567889438763,0.881375582068545
kontinuitaet,577,0.35,ereignis_t0.1_l0.8,32.675,0.7666666666666667,0.7927358013279135,0.450473482540025
kontinuitaet,577,0.35,ereignis_t0.1_l1.6,32.675,0.725,0.7844733240612046,0.3188670829249835
kontinuitaet,577,0.35,ereignis_t0.1_l3.2,32.675,0.6458333333333334,0.6677572504023722,0.23156968579231374
kontinuitaet,577,0.35,ereignis_t0.2_l0,10.600000000000001,0.5291666666666667,0.5777549222404081,0.423588341828872
kontinuitaet,577,0.35,ereignis_t0.2_l0.8,10.600000000000001,0.6333333333333333,0.5948019095982258,0.2160993693810361
kontinuitaet,577,0.35,ereignis_t0.2_l1.6,10.600000000000001,0.575,0.5600244738987238,0.15438910712658277
kontinuitaet,577,0.35,ereignis_t0.2_l3.2,10.600000000000001,0.425,0.5466064617922418,0.11544367769538229
kontinuitaet,577,0.55,mittelwert_steigung,nan,0.8958333333333334,1.456945370898046,0.04323086713972655
kontinuitaet,577,0.55,mittelwert_steigung_normiert,nan,0.85,1.2293085586359782,0.03817086598027503
kontinuitaet,577,0.55,ereignis_t0.05_l0,109.32083333333333,0.5708333333333333,0.23130216348816826,2.3038690283954946
kontinuitaet,577,0.55,ereignis_t0.05_l0.8,109.32083333333333,0.6166666666666667,0.3213016186979067,1.2447428588413882
kontinuitaet,577,0.55,ereignis_t0.05_l1.6,109.32083333333333,0.6458333333333334,0.4600533397566454,0.8600819923331234
kontinuitaet,577,0.55,ereignis_t0.05_l3.2,109.32083333333333,0.6458333333333334,0.6240681126774453,0.5808538545102641
kontinuitaet,577,0.55,ereignis_t0.1_l0,38.170833333333334,0.55,0.4436651935144997,0.977236572915916
kontinuitaet,577,0.55,ereignis_t0.1_l0.8,38.170833333333334,0.6708333333333333,0.5055701594322444,0.5275064887713495
kontinuitaet,577,0.55,ereignis_t0.1_l1.6,38.170833333333334,0.6541666666666667,0.5178467009347609,0.3798887931816097
kontinuitaet,577,0.55,ereignis_t0.1_l3.2,38.170833333333334,0.5666666666666667,0.47025728074848716,0.27739920254383577
kontinuitaet,577,0.55,ereignis_t0.2_l0,11.568750000000001,0.45,0.612402386000632,0.4494885210498212
kontinuitaet,577,0.55,ereignis_t0.2_l0.8,11.568750000000001,0.55,0.5972586356505993,0.24343473488129497
kontinuitaet,577,0.55,ereignis_t0.2_l1.6,11.568750000000001,0.5166666666666667,0.49091895038506905,0.1788596276433463
kontinuitaet,577,0.55,ereignis_t0.2_l3.2,11.568750000000001,0.37083333333333335,0.37521154967345677,0.1341740079660559
zeitskalen,503,0.15,mittelwert_steigung,nan,0.525,0.26794315772910743,0.044088048231322556
zeitskalen,503,0.15,mittelwert_steigung_normiert,nan,0.475,0.26209406795038026,0.039644291499765075
zeitskalen,503,0.15,ereignis_t0.05_l0,74.4625,0.3416666666666667,0.2805743932410328,2.585583697263648
zeitskalen,503,0.15,ereignis_t0.05_l0.8,74.4625,0.4125,0.20902668202883617,1.3726820710936525
zeitskalen,503,0.15,ereignis_t0.05_l1.6,74.4625,0.4125,0.17349018347045506,0.8928533357366253
zeitskalen,503,0.15,ereignis_t0.05_l3.2,74.4625,0.3875,0.12963065943109914,0.529109809613964
zeitskalen,503,0.15,ereignis_t0.1_l0,26.895833333333336,0.32083333333333336,0.2257486582620869,1.024652718946495
zeitskalen,503,0.15,ereignis_t0.1_l0.8,26.895833333333336,0.38333333333333336,0.23229306698949195,0.5193478527524624
zeitskalen,503,0.15,ereignis_t0.1_l1.6,26.895833333333336,0.4083333333333333,0.2875147429965337,0.33615522180022134
zeitskalen,503,0.15,ereignis_t0.1_l3.2,26.895833333333336,0.2916666666666667,0.23911147410904082,0.20680168899610937
zeitskalen,503,0.15,ereignis_t0.2_l0,8.587499999999999,0.3,0.29833534431264047,0.40574220400534017
zeitskalen,503,0.15,ereignis_t0.2_l0.8,8.587499999999999,0.3125,0.3389420210941869,0.20899998540111658
zeitskalen,503,0.15,ereignis_t0.2_l1.6,8.587499999999999,0.25,0.1978073145848266,0.14871975146024063
zeitskalen,503,0.15,ereignis_t0.2_l3.2,8.587499999999999,0.17916666666666667,0.26299054015996004,0.10748777247244161
zeitskalen,503,0.35,mittelwert_steigung,nan,0.425,0.2757678561130685,0.04956541666325177
zeitskalen,503,0.35,mittelwert_steigung_normiert,nan,0.37916666666666665,0.2978682466093057,0.04510708139466504
zeitskalen,503,0.35,ereignis_t0.05_l0,105.37083333333334,0.32916666666666666,0.1997633459111884,3.031275057170204
zeitskalen,503,0.35,ereignis_t0.05_l0.8,105.37083333333334,0.35833333333333334,0.21840741240845474,1.6821321147018249
zeitskalen,503,0.35,ereignis_t0.05_l1.6,105.37083333333334,0.4041666666666667,0.2383947555716788,1.1312218683089699
zeitskalen,503,0.35,ereignis_t0.05_l3.2,105.37083333333334,0.4375,0.1843240498866761,0.6992693606364166
zeitskalen,503,0.35,ereignis_t0.1_l0,36.75,0.2708333333333333,0.26770366589415906,1.250676900055859
zeitskalen,503,0.35,ereignis_t0.1_l0.8,36.75,0.32916666666666666,0.26509826649749796,0.6830815245497502
zeitskalen,503,0.35,ereignis_t0.1_l1.6,36.75,0.3416666666666667,0.2628170763846824,0.46590186249095994
zeitskalen,503,0.35,ereignis_t0.1_l3.2,36.75,0.325,0.21557285637452034,0.3002372160526324
zeitskalen,503,0.35,ereignis_t0.2_l0,11.370833333333334,0.2,0.22289008758795328,0.5056537984519536
zeitskalen,503,0.35,ereignis_t0.2_l0.8,11.370833333333334,0.24166666666666667,0.2275642660560025,0.2774096374055428
zeitskalen,503,0.35,ereignis_t0.2_l1.6,11.370833333333334,0.25416666666666665,0.2753278621396585,0.19799349459375729
zeitskalen,503,0.35,ereignis_t0.2_l3.2,11.370833333333334,0.19583333333333333,0.23178250247689292,0.14064464069166277
zeitskalen,503,0.55,mittelwert_steigung,nan,0.4083333333333333,0.24013059098795483,0.049973602150619384
zeitskalen,503,0.55,mittelwert_steigung_normiert,nan,0.4083333333333333,0.2491850574590355,0.046013584707690895
zeitskalen,503,0.55,ereignis_t0.05_l0,132.22083333333333,0.275,0.22877405061634956,3.1646443652223124
zeitskalen,503,0.55,ereignis_t0.05_l0.8,132.22083333333333,0.3375,0.16225591577441037,1.7747146381441297
zeitskalen,503,0.55,ereignis_t0.05_l1.6,132.22083333333333,0.3458333333333333,0.15642967685538062,1.2255021584370738
zeitskalen,503,0.55,ereignis_t0.05_l3.2,132.22083333333333,0.3333333333333333,0.137126254899613,0.8040372619645286
zeitskalen,503,0.55,ereignis_t0.1_l0,45.78333333333333,0.24583333333333332,0.14326966684922143,1.3230724973837729
zeitskalen,503,0.55,ereignis_t0.1_l0.8,45.78333333333333,0.3333333333333333,0.10918983681561363,0.7418935081815524
zeitskalen,503,0.55,ereignis_t0.1_l1.6,45.78333333333333,0.3375,0.13355115780543406,0.5242727378478244
zeitskalen,503,0.55,ereignis_t0.1_l3.2,45.78333333333333,0.3333333333333333,0.20785691747960422,0.3615691454407446
zeitskalen,503,0.55,ereignis_t0.2_l0,13.6125,0.22083333333333333,0.26772183762390966,0.5486726407127174
zeitskalen,503,0.55,ereignis_t0.2_l0.8,13.6125,0.2375,0.3202324384870985,0.31864804952677966
zeitskalen,503,0.55,ereignis_t0.2_l1.6,13.6125,0.25416666666666665,0.3130782939597943,0.23561397593864136
zeitskalen,503,0.55,ereignis_t0.2_l3.2,13.6125,0.19583333333333333,0.269882407728097,0.171440447932588
zeitskalen,541,0.15,mittelwert_steigung,nan,0.5541666666666667,0.22176849829437645,0.042621134337758555
zeitskalen,541,0.15,mittelwert_steigung_normiert,nan,0.5333333333333333,0.22411956214679393,0.03879008160855224
zeitskalen,541,0.15,ereignis_t0.05_l0,78.98750000000001,0.38333333333333336,0.19096135478829782,2.6664957627526387
zeitskalen,541,0.15,ereignis_t0.05_l0.8,78.98750000000001,0.43333333333333335,0.19644140418846154,1.47546062976275
zeitskalen,541,0.15,ereignis_t0.05_l1.6,78.98750000000001,0.4375,0.2085654225314916,0.984003440073671
zeitskalen,541,0.15,ereignis_t0.05_l3.2,78.98750000000001,0.42083333333333334,0.2235721836554293,0.5898959140445043
zeitskalen,541,0.15,ereignis_t0.1_l0,29.089583333333334,0.38333333333333336,0.2468804547717791,1.1106531174143537
zeitskalen,541,0.15,ereignis_t0.1_l0.8,29.089583333333334,0.43333333333333335,0.3201574775739193,0.6169615186553776
zeitskalen,541,0.15,ereignis_t0.1_l1.6,29.089583333333334,0.45,0.37686651785408554,0.42165489927974403
zeitskalen,541,0.15,ereignis_t0.1_l3.2,29.089583333333334,0.4125,0.3637260722190296,0.26582112845411654
zeitskalen,541,0.15,ereignis_t0.2_l0,9.277083333333334,0.25,0.20975152249454151,0.4352621336620037
zeitskalen,541,0.15,ereignis_t0.2_l0.8,9.277083333333334,0.2833333333333333,0.23228827299310406,0.2353470112979782
zeitskalen,541,0.15,ereignis_t0.2_l1.6,9.277083333333334,0.3125,0.2584266191746475,0.1637759277392173
zeitskalen,541,0.15,ereignis_t0.2_l3.2,9.277083333333334,0.29583333333333334,0.20212573477167312,0.10709041611218754
zeitskalen,541,0.35,mittelwert_steigung,nan,0.35833333333333334,0.2588668443220469,0.05278180284202301
zeitskalen,541,0.35,mittelwert_steigung_normiert,nan,0.3333333333333333,0.261190272383159,0.04888967217452383
zeitskalen,541,0.35,ereignis_t0.05_l0,101.4625,0.3,0.21096700065640037,2.8573886923008724
zeitskalen,541,0.35,ereignis_t0.05_l0.8,101.4625,0.375,0.23886919213201457,1.541259218275251
zeitskalen,541,0.35,ereignis_t0.05_l1.6,101.4625,0.4083333333333333,0.260926777419274,1.0312222833779972
zeitskalen,541,0.35,ereignis_t0.05_l3.2,101.4625,0.37083333333333335,0.26542143478243724,0.655773144541219
zeitskalen,541,0.35,ereignis_t0.1_l0,35.7,0.3416666666666667,0.2011005700047506,1.232499013973011
zeitskalen,541,0.35,ereignis_t0.1_l0.8,35.7,0.3541666666666667,0.1988221569274924,0.6436944130747311
zeitskalen,541,0.35,ereignis_t0.1_l1.6,35.7,0.36666666666666664,0.24978144870400715,0.434024940369341
zeitskalen,541,0.35,ereignis_t0.1_l3.2,35.7,0.35,0.27512730521687595,0.2915151487599243
zeitskalen,541,0.35,ereignis_t0.2_l0,10.91875,0.2,0.22686891472272125,0.48782930473225516
zeitskalen,541,0.35,ereignis_t0.2_l0.8,10.91875,0.2708333333333333,0.2648198742059059,0.2563293206857783
zeitskalen,541,0.35,ereignis_t0.2_l1.6,10.91875,0.25,0.2782329718479428,0.1828878334464113
zeitskalen,541,0.35,ereignis_t0.2_l3.2,10.91875,0.22083333333333333,0.22065140465960087,0.13307182227529885
zeitskalen,541,0.55,mittelwert_steigung,nan,0.37083333333333335,0.354872210837025,0.04871966306935579
zeitskalen,541,0.55,mittelwert_steigung_normiert,nan,0.3458333333333333,0.2686681756153861,0.0438349519762943
zeitskalen,541,0.55,ereignis_t0.05_l0,124.70625000000001,0.2916666666666667,0.18330437069141045,3.0369969862422392
zeitskalen,541,0.55,ereignis_t0.05_l0.8,124.70625000000001,0.30416666666666664,0.1460744296185313,1.6644691569732228
zeitskalen,541,0.55,ereignis_t0.05_l1.6,124.70625000000001,0.3541666666666667,0.15637135322557263,1.1477205118762104
zeitskalen,541,0.55,ereignis_t0.05_l3.2,124.70625000000001,0.3458333333333333,0.1543680208285158,0.7633539497474576
zeitskalen,541,0.55,ereignis_t0.1_l0,43.14791666666666,0.2833333333333333,0.17630153300009863,1.3012080391355993
zeitskalen,541,0.55,ereignis_t0.1_l0.8,43.14791666666666,0.2875,0.21027977833834968,0.6932253283320069
zeitskalen,541,0.55,ereignis_t0.1_l1.6,43.14791666666666,0.32916666666666666,0.23823693358437661,0.48316561361529375
zeitskalen,541,0.55,ereignis_t0.1_l3.2,43.14791666666666,0.30416666666666664,0.21682075820737168,0.3371668259374647
zeitskalen,541,0.55,ereignis_t0.2_l0,12.920833333333334,0.23333333333333334,0.2091692877255165,0.5648869110027441
zeitskalen,541,0.55,ereignis_t0.2_l0.8,12.920833333333334,0.20416666666666666,0.26963068304832344,0.30492545080862277
zeitskalen,541,0.55,ereignis_t0.2_l1.6,12.920833333333334,0.19583333333333333,0.22395976774983808,0.22038634894461975
zeitskalen,541,0.55,ereignis_t0.2_l3.2,12.920833333333334,0.19166666666666668,0.2432113084065468,0.1614294956059287
zeitskalen,577,0.15,mittelwert_steigung,nan,0.525,0.4179070174343411,0.04721959052547758
zeitskalen,577,0.15,mittelwert_steigung_normiert,nan,0.4791666666666667,0.34079740635121863,0.04313706906318616
zeitskalen,577,0.15,ereignis_t0.05_l0,76.26875,0.3125,0.26041897904918493,2.5429812174340225
zeitskalen,577,0.15,ereignis_t0.05_l0.8,76.26875,0.3125,0.18906915824239526,1.3191504891051056
zeitskalen,577,0.15,ereignis_t0.05_l1.6,76.26875,0.3375,0.20950824320015,0.843392737691527
zeitskalen,577,0.15,ereignis_t0.05_l3.2,76.26875,0.35,0.26274007124025667,0.5007650478135478
zeitskalen,577,0.15,ereignis_t0.1_l0,27.706249999999997,0.3125,0.2869779398649831,1.035439721406643
zeitskalen,577,0.15,ereignis_t0.1_l0.8,27.706249999999997,0.3375,0.28298418336575665,0.5276963658385375
zeitskalen,577,0.15,ereignis_t0.1_l1.6,27.706249999999997,0.32916666666666666,0.24794004116140086,0.34612101519450417
zeitskalen,577,0.15,ereignis_t0.1_l3.2,27.706249999999997,0.25833333333333336,0.22107487721385427,0.2212146345364372
zeitskalen,577,0.15,ereignis_t0.2_l0,8.747916666666665,0.26666666666666666,0.26457412979562406,0.41682288738077283
zeitskalen,577,0.15,ereignis_t0.2_l0.8,8.747916666666665,0.24583333333333332,0.1553263686405785,0.2066333129083215
zeitskalen,577,0.15,ereignis_t0.2_l1.6,8.747916666666665,0.2,0.270714297893734,0.1392498640849475
zeitskalen,577,0.15,ereignis_t0.2_l3.2,8.747916666666665,0.18333333333333332,0.2430161482805202,0.09628843503922094
zeitskalen,577,0.35,mittelwert_steigung,nan,0.4791666666666667,0.2991973652482057,0.0487244077675902
zeitskalen,577,0.35,mittelwert_steigung_normiert,nan,0.475,0.25871645388410863,0.04399846950090841
zeitskalen,577,0.35,ereignis_t0.05_l0,103.61666666666667,0.3458333333333333,0.25227421307959075,2.780793501862373
zeitskalen,577,0.35,ereignis_t0.05_l0.8,103.61666666666667,0.3875,0.22821737486937294,1.4791630469691184
zeitskalen,577,0.35,ereignis_t0.05_l1.6,103.61666666666667,0.4125,0.24579875804711301,0.9796500005425598
zeitskalen,577,0.35,ereignis_t0.05_l3.2,103.61666666666667,0.4083333333333333,0.36185274088942954,0.619615585648611
zeitskalen,577,0.35,ereignis_t0.1_l0,36.337500000000006,0.31666666666666665,0.21375330945434878,1.1946240982464362
zeitskalen,577,0.35,ereignis_t0.1_l0.8,36.337500000000006,0.3958333333333333,0.23192105641957375,0.6146836151961341
zeitskalen,577,0.35,ereignis_t0.1_l1.6,36.337500000000006,0.4125,0.2629688434583418,0.4090046478007487
zeitskalen,577,0.35,ereignis_t0.1_l3.2,36.337500000000006,0.35,0.3426493099693881,0.27147630345404594
