seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse,violation_rate,activity_proxy,max_abs
23,0.35,feld_glatt,0.8875,0.9810485966687689,0.063909347631759,0.0,0.007907780730190253,1.0724246127794497
23,0.35,baseline_ungekoppelt,0.9166666666666666,1.1493809571180715,0.05644364672915603,0.0,0.00785926439016286,1.0710436583317506
23,0.35,baseline_linear_rc,0.8916666666666667,1.0431184318778806,0.060094174726219106,0.0,0.007796398194352489,0.9816460747701649
23,0.35,baseline_digital_diffusion,0.8291666666666667,0.8026804065325309,0.05068475603312967,0.0,nan,1.4981684981684982
23,0.35,baseline_rohsignal,0.8,0.7028105008451849,0.05411302471986227,0.0,nan,1.875
23,0.55,feld_2_regime,0.8083333333333333,0.5926989165664723,0.06584031581781401,0.0,0.011103272712335946,1.1115168241777822
23,0.55,feld_3_regime,0.825,0.59591203280434,0.06637853826970098,0.0,0.011099420209866161,1.0615787768440592
23,0.55,feld_4_regime,0.8208333333333333,0.5951110458242332,0.06498799346486991,0.0,0.01109690636567162,1.0096918437926217
23,0.55,feld_glatt,0.8291666666666667,0.5817095799774782,0.0658142513305302,0.0,0.011097953456982165,1.064307423615059
23,0.55,baseline_ungekoppelt,0.85,0.7499380222004393,0.06146215387924727,0.0,0.011050665141878729,1.12562697568886
23,0.55,baseline_linear_rc,0.825,0.643681480621755,0.06104082156932398,0.0,0.011037103224317509,0.9778463482037852
23,0.55,baseline_digital_diffusion,0.75,0.45428994778221815,0.04831762686109657,0.0,nan,1.4600732600732602
23,0.55,baseline_rohsignal,0.6458333333333334,0.3842982075255661,0.05081387685643018,0.0,nan,1.875
37,0.15,feld_2_regime,0.9,1.3800498354528954,0.06811569205069154,0.0,0.0049096103857853325,1.176291190353857
37,0.15,feld_3_regime,0.9083333333333333,1.359188846030288,0.06722539208527474,0.0,0.0049015641975306765,1.1222627523499822
37,0.15,feld_4_regime,0.9,1.3931645850965135,0.06683628529613019,0.0,0.004886622467056053,1.0803571348425065
37,0.15,feld_glatt,0.9,1.3246717421267704,0.06704588667705301,0.0,0.0049037262287894385,1.173654383352947
37,0.15,baseline_ungekoppelt,0.9458333333333333,1.6722345403720051,0.059667822873774395,0.0,0.004805788742013158,1.159753044643041
37,0.15,baseline_linear_rc,0.9083333333333333,1.4043168348891601,0.06319715870262331,0.0,0.004729668317874037,1.0307247666245065
37,0.15,baseline_digital_diffusion,0.9375,0.8906947050904708,0.05889690724162163,0.0,nan,1.4395604395604393
37,0.15,baseline_rohsignal,0.9916666666666667,0.8183333356720005,0.05558858239020278,0.0,nan,1.875
37,0.35,feld_2_regime,0.875,0.857713864708112,0.06709008273821972,0.0,0.007919759993784357,1.1598698793923314
37,0.35,feld_3_regime,0.8708333333333333,0.8794894173577464,0.06690258821135622,0.0,0.00791720315583324,1.0901146658332508
37,0.35,feld_4_regime,0.875,0.8892980310689288,0.06581943129571617,0.0,0.007905705130306478,1.0707708206929563
37,0.35,feld_glatt,0.8791666666666667,0.8606336349466996,0.06638443735836029,0.0,0.00791806937302947,1.1210435060265938
37,0.35,baseline_ungekoppelt,0.9333333333333333,1.13398743021804,0.059579357603329115,0.0,0.007875406747599442,1.1171655399271403
37,0.35,baseline_linear_rc,0.8833333333333333,0.9199382304797166,0.06255141176860551,0.0,0.007802986199419573,1.0093665301126367
37,0.35,baseline_digital_diffusion,0.8208333333333333,0.5740066316779464,0.05355940852194835,0.0,nan,1.4483516483516485
37,0.35,baseline_rohsignal,0.7708333333333334,0.41070936627520016,0.055674155598460874,0.0,nan,1.875
37,0.55,feld_2_regime,0.7708333333333334,0.8680372987684726,0.06541079669037818,0.0,0.011156353406832431,1.1299554806149228
37,0.55,feld_3_regime,0.7708333333333334,0.8284099758922177,0.06543314151483934,0.0,0.011153920013014294,1.0660879250575037
37,0.55,feld_4_regime,0.7875,0.8305944220249661,0.0643884278248332,0.0,0.011149656867721736,1.0588060096620768
37,0.55,feld_glatt,0.775,0.8063663592470995,0.06497988985643288,0.0,0.011155189605833279,1.1063166478521809
37,0.55,baseline_ungekoppelt,0.8333333333333334,0.7639303142484268,0.058739693511104925,0.0,0.011106796552214231,1.199379092605027
37,0.55,baseline_linear_rc,0.7916666666666666,0.9003808597436035,0.06141009767781401,0.0,0.011085351868982678,1.0063225073695956
37,0.55,baseline_digital_diffusion,0.6916666666666667,0.7167309276176326,0.047419867058214896,0.0,nan,1.484981684981685
37,0.55,baseline_rohsignal,0.575,0.4775634937563401,0.04973917154719367,0.0,nan,1.875
53,0.15,feld_2_regime,0.8875,1.3878448897976812,0.06934373344489024,0.0,0.004894277541114361,1.152010274683155
53,0.15,feld_3_regime,0.8791666666666667,1.4048466576923773,0.06937062118547052,0.0,0.004892105973748834,1.13088850721979
53,0.15,feld_4_regime,0.8875,1.3896756140717623,0.06897260039684237,0.0,0.0048840114540792,1.0916162838610644
53,0.15,feld_glatt,0.8833333333333333,1.3555073090136682,0.06931515812819018,0.0,0.004890698464812667,1.128445133983963
53,0.15,baseline_ungekoppelt,0.9416666666666667,1.6638270106180044,0.06230146230220014,0.0,0.004795713903253804,1.0970384804802236
53,0.15,baseline_linear_rc,0.9,1.487397945319248,0.06475346979155104,0.0,0.004723587422742533,1.0279400454786924
53,0.15,baseline_digital_diffusion,0.9125,0.8159719616402885,0.06241636616765801,0.0,nan,1.3135531135531133
53,0.15,baseline_rohsignal,0.9875,0.795619743416434,0.059110506121779656,0.0,nan,1.875
53,0.35,feld_2_regime,0.8833333333333333,1.0167626380986872,0.06168640404332551,0.0,0.007905449586754354,1.0862995011898076
53,0.35,feld_3_regime,0.875,0.9898648628287402,0.061434020149804515,0.0,0.007905222142823213,1.0724549353149173
53,0.35,feld_4_regime,0.8666666666666667,0.9904374863598067,0.06120052973174922,0.0,0.007895854139275862,1.0222052115874705
53,0.35,feld_glatt,0.875,0.9881492483195862,0.0619858075995764,0.0,0.00790272683364462,1.048407154786816
53,0.35,baseline_ungekoppelt,0.9083333333333333,1.1533342201273928,0.054942694057696785,0.0,0.007866561219649413,1.2532463547758972
53,0.35,baseline_linear_rc,0.9,1.0606752093644711,0.05728917349455724,0.0,0.007793227254860146,0.9577992218439512
53,0.35,baseline_digital_diffusion,0.8541666666666666,0.7292953963465431,0.0464566464418096,0.0,nan,1.4322344322344325
53,0.35,baseline_rohsignal,0.7791666666666667,0.6893901846352994,0.0504276079897531,0.0,nan,1.875
53,0.55,feld_2_regime,0.8041666666666667,0.8832886207633972,0.06506597950777065,0.0,0.011131546678448625,1.214433063399177
53,0.55,feld_3_regime,0.8083333333333333,0.8796398944352952,0.06523480992190113,0.0,0.011129026867450731,1.1664740819721455
53,0.55,feld_4_regime,0.8041666666666667,0.8959695869378052,0.06430236620393759,0.0,0.011125744863319622,1.147078927442558
53,0.55,feld_glatt,0.8041666666666667,0.9003585062970183,0.06483913533227303,0.0,0.011129667809224204,1.181929421322609
53,0.55,baseline_ungekoppelt,0.8583333333333333,0.9833915950477586,0.05906319417589483,0.0,0.011085334857723847,1.2912627885054881
53,0.55,baseline_linear_rc,0.8333333333333334,0.9207968597332608,0.059905416334129026,0.0,0.011060363735984307,1.0882893090457275
53,0.55,baseline_digital_diffusion,0.7166666666666667,0.4197016970713789,0.048387700462995,0.0,nan,1.5304029304029303
53,0.55,baseline_rohsignal,0.6,0.5013387629624866,0.05070202642961082,0.0,nan,1.875
71,0.15,feld_2_regime,0.9291666666666667,1.0726980873580292,0.06689602911186653,0.0,0.004894647548310746,1.3471667658614062
71,0.15,feld_3_regime,0.925,1.1123820115806753,0.06636302270675216,0.0,0.004893856763956659,1.2512792125847876
71,0.15,feld_4_regime,0.925,1.1280906253179015,0.06573620566515287,0.0,0.004879344761204099,1.2287186972932465
71,0.15,feld_glatt,0.925,1.0926614234129328,0.06632458653161248,0.0,0.004892717575977102,1.298923843988434
71,0.15,baseline_ungekoppelt,0.9458333333333333,1.2990354325062192,0.059313670808433756,0.0,0.004798115346425689,1.2875818055521977
71,0.15,baseline_linear_rc,0.9416666666666667,1.1482296508660628,0.06255544579009532,0.0,0.004730809083471013,1.1853091323917884
71,0.15,baseline_digital_diffusion,0.9208333333333333,0.7742027419593508,0.060023918366454876,0.0,nan,1.5289377289377288
71,0.15,baseline_rohsignal,0.95,0.7682326751000428,0.05906178775617505,0.0,nan,1.875
71,0.35,feld_2_regime,0.8333333333333334,0.9128364743327091,0.06698587907423281,0.0,0.007908217929640436,1.122051872641921
71,0.35,feld_3_regime,0.8333333333333334,0.9338705802282771,0.06726535777793284,0.0,0.007906148581614019,1.0874845939171753
71,0.35,feld_4_regime,0.8333333333333334,0.962102913255816,0.06610755755110097,0.0,0.007897936398684339,1.0534241114595722
71,0.35,feld_glatt,0.8375,0.9418987290650055,0.06675633790120301,0.0,0.007903703946091422,1.0827656016281586
71,0.35,baseline_ungekoppelt,0.8791666666666667,1.0654963262656059,0.059636568467559735,0.0,0.007860759912846278,1.091553143006248
71,0.35,baseline_linear_rc,0.8541666666666666,1.0172111163073223,0.06238246653357228,0.0,0.00779723170847952,0.9602089065814713
71,0.35,baseline_digital_diffusion,0.8125,0.6459718580551858,0.05182641513848925,0.0,nan,1.397069597069597
71,0.35,baseline_rohsignal,0.8,0.4807407041484923,0.05378707568356779,0.0,nan,1.875
71,0.55,feld_2_regime,0.7666666666666667,0.7539871930934796,0.06902406867456654,0.0,0.011163880526252112,1.146278062356384
71,0.55,feld_3_regime,0.7625,0.7900527005124404,0.06871033180146717,0.0,0.011165349655896887,1.0981830552554797
71,0.55,feld_4_regime,0.7583333333333333,0.789313513508298,0.06794738412286619,0.0,0.0111570923637265,1.0441304182346245
71,0.55,feld_glatt,0.7583333333333333,0.785337105895939,0.06845699023264411,0.0,0.011163487547960387,1.11176870815114
71,0.55,baseline_ungekoppelt,0.85,0.9027466263806682,0.06201926216231122,0.0,0.011112428109147164,1.154184583915436
71,0.55,baseline_linear_rc,0.7958333333333333,0.8175351254586849,0.06366444545408358,0.0,0.011093936609518124,1.0129082378859156
71,0.55,baseline_digital_diffusion,0.6208333333333333,0.6480414647091794,0.047770011700913606,0.0,nan,1.4908424908424909
71,0.55,baseline_rohsignal,0.5333333333333333,0.682257800052628,0.04917398186503752,0.0,nan,1.875
