seed,noise_sigma,model,accuracy,separability_ratio,repeatability_rmse,return_residual,return_time,return_success,violation_rate,activity_proxy,max_abs
11,0.15,feld_2_regime,0.7569444444444444,1.1132545701330843,0.13571424105276703,0.2130669114713396,3.5199999999999996,0.027777777777777776,0.0,0.0033192721577008453,1.5834235951177593
11,0.15,feld_3_regime,0.8055555555555556,1.197753876853674,0.11804141234889226,0.1849927395644809,3.4350000000000005,0.027777777777777776,0.0,0.0030199619080697555,1.8880587707602026
11,0.15,feld_4_regime,0.8055555555555556,1.0831089637936708,0.12604049020555144,0.16962029377182866,3.168,0.034722222222222224,0.0,0.0029952458843501453,1.713363422089319
11,0.15,feld_glatt,0.7847222222222222,1.0917526492010659,0.13404845591434592,0.18544961987618985,3.2,0.027777777777777776,0.0,0.003189132189994285,1.9696382544886855
11,0.15,baseline_ungekoppelt,0.8402777777777778,0.6977132808401003,0.14915685917308147,0.12127544807546947,4.4399999999999995,0.034722222222222224,0.0,0.0036852747676685725,2.545632846763691
11,0.15,baseline_linear_rc,0.7847222222222222,1.1339132255439481,0.12984013558410604,0.06255667774732636,3.6527659574468085,0.3263888888888889,0.0,0.003007431899703488,2.052793624062654
11,0.15,baseline_digital_diffusion,0.5208333333333334,0.310976168355019,0.10650028547144758,nan,nan,nan,0.0,nan,0.9047619047619051
11,0.15,baseline_rohsignal,0.8611111111111112,0.8732679851228417,0.11741934540725034,nan,nan,nan,0.0,nan,1.8591982769503739
11,0.35,feld_2_regime,0.6319444444444444,0.6596189937039231,0.16679223018446848,0.22128491925575575,4.316000000000001,0.034722222222222224,0.0,0.003645369468762795,1.6174370843178287
11,0.35,feld_3_regime,0.6666666666666666,0.6620686421209313,0.15720373265244306,0.18892598883771783,4.3125,0.05555555555555555,0.0,0.0033348771878202415,1.8812908880517287
11,0.35,feld_4_regime,0.6527777777777778,0.6413894027077427,0.1546683273172721,0.17449963603678448,3.88,0.05555555555555555,0.0,0.003310078251706066,1.7641985721537876
11,0.35,feld_glatt,0.6458333333333334,0.6348049908354179,0.16728760319786426,0.1923019231282154,4.511428571428572,0.04861111111111111,0.0,0.0035192461415424706,1.9779350319206532
11,0.35,baseline_ungekoppelt,0.5347222222222222,0.43219811015166304,0.22790770754809242,0.14249887825574895,nan,0.0,0.0,0.004266714784800631,2.7435598751706847
11,0.35,baseline_linear_rc,0.6597222222222222,0.5605668558251552,0.16496549216030604,0.06545258075449104,3.7497674418604654,0.2986111111111111,0.0,0.00333655041473174,2.125931756863295
11,0.35,baseline_digital_diffusion,0.5486111111111112,0.32090567301811385,0.12394084984593058,nan,nan,nan,0.0,nan,0.8446886446886448
11,0.35,baseline_rohsignal,0.5625,0.46413627537718694,0.16856688891607585,nan,nan,nan,0.0,nan,1.875
11,0.55,feld_2_regime,0.4791666666666667,0.3607198960646563,0.21734663405286736,0.21816129453754352,4.58,0.013888888888888888,0.0,0.004081878888319171,1.6653198079946503
11,0.55,feld_3_regime,0.4583333333333333,0.35118407118220374,0.19987171864898248,0.18491329736668,4.286666666666666,0.020833333333333332,0.0,0.003731902466244086,1.8758459386014517
11,0.55,feld_4_regime,0.5277777777777778,0.35925054110242916,0.19814074740977508,0.17116672997360804,4.193333333333333,0.020833333333333332,0.0,0.0036981333210196234,1.7667209677510487
11,0.55,feld_glatt,0.5138888888888888,0.33100148698018517,0.22307352500427166,0.18924273447753304,4.39,0.013888888888888888,0.0,0.003950623769889545,1.9827267892049303
11,0.55,baseline_ungekoppelt,0.3680555555555556,0.23811026245894917,0.266744383830075,0.16865847519622587,nan,0.0,0.0,0.005059933655359077,2.7395508060319878
11,0.55,baseline_linear_rc,0.4861111111111111,0.3530670482094532,0.22481092012331405,0.06557678772624177,4.175348837209302,0.2986111111111111,0.0,0.0037619364712203696,2.1191231273463753
11,0.55,baseline_digital_diffusion,0.3888888888888889,0.25104980033248625,0.17480001032044182,nan,nan,nan,0.0,nan,1.1318681318681314
11,0.55,baseline_rohsignal,0.3680555555555556,0.31098332554333225,0.19781332737597693,nan,nan,nan,0.0,nan,1.875
23,0.15,feld_2_regime,0.8541666666666666,1.2395249262215327,0.12811500272543164,0.2010539007865222,3.933846153846154,0.09027777777777778,0.0,0.0033013712873640514,1.5766244700261787
23,0.15,feld_3_regime,0.875,1.2579816853583266,0.11095005557255339,0.18540896171694937,3.9560000000000004,0.06944444444444445,0.0,0.003016546809253896,1.8971450223630153
23,0.15,feld_4_regime,0.8611111111111112,1.307847360315631,0.11721365534128429,0.1621818964385911,3.9973333333333327,0.10416666666666667,0.0,0.0029773630636854656,1.8017871578812792
23,0.15,feld_glatt,0.875,1.2518476753804166,0.12362891112693714,0.18505947705789833,4.033333333333334,0.08333333333333333,0.0,0.0031680660900658443,1.9783434040928776
23,0.15,baseline_ungekoppelt,0.8194444444444444,0.8677221458700479,0.1575580986339369,0.12365777336288802,4.34,0.006944444444444444,0.0,0.0036707269951568107,2.488177114575979
23,0.15,baseline_linear_rc,0.9236111111111112,1.1081372463545238,0.12081533667283358,0.057501980904638775,3.4675757575757578,0.4583333333333333,0.0,0.0029771003571102033,2.0096573360267747
23,0.15,baseline_digital_diffusion,0.5416666666666666,0.323635275488811,0.09124192942253637,nan,nan,nan,0.0,nan,0.8271062271062273
23,0.15,baseline_rohsignal,0.8888888888888888,0.9797087357769112,0.11945844931187959,nan,nan,nan,0.0,nan,1.7637521457091987
23,0.35,feld_2_regime,0.6388888888888888,0.7423322375877492,0.17524089970484194,0.21443256675055233,4.055,0.027777777777777776,0.0,0.0036585446400955323,1.7178580112199269
23,0.35,feld_3_regime,0.6319444444444444,0.6450627425425852,0.1638779658244848,0.19441655737514071,3.9333333333333336,0.020833333333333332,0.0,0.0033668106946088496,1.9813028030325828
23,0.35,feld_4_regime,0.6458333333333334,0.6738700341838424,0.1624891834459331,0.1729965612197445,4.452,0.034722222222222224,0.0,0.0033317366326404063,1.8233479040896394
23,0.35,feld_glatt,0.6458333333333334,0.6678265680069185,0.1771161491457191,0.19668266884507707,4.253333333333333,0.020833333333333332,0.0,0.0035302645752784464,2.045537408392895
23,0.35,baseline_ungekoppelt,0.5138888888888888,0.5267633607576512,0.2295826155930179,0.14495965871910035,nan,0.0,0.0,0.004303627505418319,2.724139264495277
23,0.35,baseline_linear_rc,0.6527777777777778,0.6729262280604729,0.17116923807099071,0.06061619485362825,3.8147368421052636,0.3958333333333333,0.0,0.003324146960479882,2.1041554980643546
23,0.35,baseline_digital_diffusion,0.4375,0.4424393932143718,0.12001034052817196,nan,nan,nan,0.0,nan,0.8901098901098901
23,0.35,baseline_rohsignal,0.5486111111111112,0.5884257379234945,0.1727725864520939,nan,nan,nan,0.0,nan,1.875
23,0.55,feld_2_regime,0.4513888888888889,0.45242403228436373,0.19815819799564677,0.2156703797988391,3.8466666666666662,0.020833333333333332,0.0,0.004117550832621313,1.7064477754414815
23,0.55,feld_3_regime,0.4722222222222222,0.491973676352173,0.18921367886175386,0.1943456332655333,3.94,0.020833333333333332,0.0,0.0037908697046436565,2.0157440063219223
23,0.55,feld_4_regime,0.4513888888888889,0.38754567328650347,0.19219249411884398,0.1730215081548179,3.74,0.027777777777777776,0.0,0.0037509252180706,1.9289514188507857
23,0.55,feld_glatt,0.4652777777777778,0.44681541473176434,0.2101764787871942,0.1980068229950714,3.4866666666666664,0.020833333333333332,0.0,0.003990896931769997,2.0465263711574093
23,0.55,baseline_ungekoppelt,0.4027777777777778,0.25350063934693656,0.2766437274744514,0.1719833992420376,nan,0.0,0.0,0.005115315075813476,2.718917318677755
