model,corner,seed,dt,dynamic_noise,return_rate,settling_time_p95,residual_p95,reexit_rate,attempted_violations
baseline_ein_zustand,nominal,211,0.02,1,1.0,2.5,0.0037689044198181455,0.0,0
baseline_ein_zustand,nominal,211,0.02,0,1.0,2.5,0.00020233277309013322,0.0,0
baseline_ein_zustand,nominal,211,0.01,0,1.0,2.52,0.00021749749517820376,0.0,0
baseline_ein_zustand,nominal,241,0.02,1,1.0,2.56,0.00312537760224992,0.0,0
baseline_ein_zustand,nominal,241,0.02,0,1.0,2.56,0.00027976467440801836,0.0,0
baseline_ein_zustand,nominal,241,0.01,0,1.0,2.58,0.00029866842873067984,0.0,0
baseline_ein_zustand,nominal,277,0.02,1,1.0,2.6,0.004369147993676447,0.0,0
baseline_ein_zustand,nominal,277,0.02,0,1.0,2.6,0.0002726461117608743,0.0,0
baseline_ein_zustand,nominal,277,0.01,0,1.0,2.62,0.0002923779056458076,0.0,0
baseline_ein_zustand,nominal,313,0.02,1,1.0,2.48,0.0039655108202077596,0.0,0
baseline_ein_zustand,nominal,313,0.02,0,1.0,2.48,0.00017220007646228465,0.0,0
baseline_ein_zustand,nominal,313,0.01,0,1.0,2.5015,0.00018605480597653606,0.0,0
baseline_ein_zustand,nominal,349,0.02,1,1.0,2.56,0.0036193577077171086,0.0,0
baseline_ein_zustand,nominal,349,0.02,0,1.0,2.56,0.0002589665417892431,0.0,0
baseline_ein_zustand,nominal,349,0.01,0,1.0,2.58,0.00027709100125228574,0.0,0
baseline_ein_zustand,erhoeht,211,0.02,1,1.0,2.7800000000000002,0.006822912700057102,0.0,0
baseline_ein_zustand,erhoeht,211,0.02,0,1.0,2.7430000000000003,0.0006842833050840949,0.0,0
baseline_ein_zustand,erhoeht,211,0.01,0,1.0,2.7715,0.0007192695637096483,0.0,0
baseline_ein_zustand,erhoeht,241,0.02,1,1.0,2.6,0.007004190044076724,0.0,0
baseline_ein_zustand,erhoeht,241,0.02,0,1.0,2.6,0.0003395719172561582,0.0,0
baseline_ein_zustand,erhoeht,241,0.01,0,1.0,2.62,0.00036131752303167266,0.0,0
baseline_ein_zustand,erhoeht,277,0.02,1,1.0,2.6430000000000002,0.006962155131238789,0.0,0
baseline_ein_zustand,erhoeht,277,0.02,0,1.0,2.64,0.0008884383266832649,0.0,0
baseline_ein_zustand,erhoeht,277,0.01,0,1.0,2.66,0.0009243359471476968,0.0,0
baseline_ein_zustand,erhoeht,313,0.02,1,1.0,2.9259999999999997,0.007111128524718648,0.0,0
baseline_ein_zustand,erhoeht,313,0.02,0,1.0,2.9,0.002208816114567089,0.0,0
baseline_ein_zustand,erhoeht,313,0.01,0,1.0,2.91,0.0022734239856097237,0.0,0
baseline_ein_zustand,erhoeht,349,0.02,1,1.0,2.603,0.006464715766942204,0.0,0
baseline_ein_zustand,erhoeht,349,0.02,0,1.0,2.62,0.00036131190035806573,0.0,0
baseline_ein_zustand,erhoeht,349,0.01,0,1.0,2.64,0.0003842508260469722,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,211,0.02,1,1.0,3.16,0.003990141900467851,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,211,0.02,0,1.0,3.145,0.0019671981647496352,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,211,0.01,0,1.0,3.17,0.0020431941564203245,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,241,0.02,1,1.0,3.1,0.0037573313082149354,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,241,0.02,0,1.0,3.1,0.001750119919143302,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,241,0.01,0,1.0,3.13,0.0018202300235017324,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,277,0.02,1,1.0,3.12,0.004143688746552768,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,277,0.02,0,1.0,3.12,0.0017381568600576824,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,277,0.01,0,1.0,3.14,0.0018097414900466215,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,313,0.02,1,1.0,3.285,0.004304243815066028,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,313,0.02,0,1.0,3.2800000000000002,0.0026646246840007276,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,313,0.01,0,1.0,3.31,0.0027569067455442374,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,349,0.02,1,1.0,3.06,0.004001168376615909,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,349,0.02,0,1.0,3.06,0.0016327312301731424,0.0,0
zwei_zustaende_l1.2_s2_a0.5,nominal,349,0.01,0,1.0,3.08,0.0016982279022460165,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,211,0.02,1,1.0,3.725,0.010030483166812527,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,211,0.02,0,1.0,3.7,0.007670933047859807,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,211,0.01,0,1.0,3.73,0.00781589598999502,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,241,0.02,1,1.0,3.225,0.00733135074294781,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,241,0.02,0,1.0,3.205,0.0025899471248782,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,241,0.01,0,1.0,3.23,0.002675307709039645,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,277,0.02,1,1.0,3.84,0.012563130683758363,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,277,0.02,0,1.0,3.8200000000000003,0.009835252847987787,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,277,0.01,0,1.0,3.85,0.009992118362238577,0.0,0
zwei_zustaende_l1.2_s2_a0.5,erhoeht,313,0.02,1,1.0,3.245,0.007087801282415445,0.0,0
